MSR,Customer Name,Products
KE-CHC-1,MEDIMART HEALTHCARE LTD - THIKA ROAD,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
CHC-NP,MEDIMART HEALTHCARE LTD - THIKA ROAD,ERCEFURYL 200MG CAP BL2X14
KE-G.MED-4-1,MEDIMART HEALTHCARE LTD - THIKA ROAD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,MEDIMART HEALTHCARE LTD - THIKA ROAD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,MEDIMART HEALTHCARE LTD - THIKA ROAD,FLAGYL SUSPENSION 100ML
KE-DCV-3,MEDIMART HEALTHCARE LTD - THIKA ROAD,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,MEDIMART HEALTHCARE LTD - THIKA ROAD,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,MEDIMART HEALTHCARE LTD - THIKA ROAD,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,MEDIMART HEALTHCARE LTD - THIKA ROAD,MAALOX PLUS TABS EXPORT 10
GEM-NP,MEDIMART HEALTHCARE LTD - THIKA ROAD,MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XD
CHC-NP,MEDIMART HEALTHCARE LTD - THIKA ROAD,NOSPA 40MG/2ML INJ AM25 XD
KE-G.MED-3-4,MEDIMART HEALTHCARE LTD - THIKA ROAD,ORELOX 200MG 10CP
KE-G.MED-3-4,MEDIMART HEALTHCARE LTD - THIKA ROAD,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3-4,MEDIMART HEALTHCARE LTD - THIKA ROAD,ORELOX 800MG/+ GRAN BTX1
KE-CHC-5,MEDIMART HEALTHCARE LTD - THIKA ROAD,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-1,MEDIMART HEALTHCARE LTD - THIKA ROAD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,MEDIMAX MEDICAL CENTRE LIMITED,CORDARONE 200MG TAB BL3X10 S3 M36 XD
GEM-NP,MEDIMAX MEDICAL CENTRE LIMITED,LASIX 20MG/2ML INJ AM5 S3 M60 XE
KE-DCV_Others,MEDINA PHARMACY LIMITED,ALLSTAR MEDSU PEN1 XE
KE-DCV-1,MEDINA PHARMACY LIMITED,AMARYL 2MG 30 TABS
KE-DCV-1,MEDINA PHARMACY LIMITED,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-G.MED-3_Others,MEDINA PHARMACY LIMITED,APROVASC 150/5
CHC-NP,MEDINA PHARMACY LIMITED,BISOLVON LINCTUS 200ML 
CHC-NP,MEDINA PHARMACY LIMITED,BRONCHICUM 6.64G/+ ELIX BTX1 XE
CHC_OTC_Others,MEDINA PHARMACY LIMITED,BUSCOPAN PLUS TABLETS * 50's
CHC_OTC_Others,MEDINA PHARMACY LIMITED,BUSCOPAN TABLETS BP 10mg * 50's
KE-G.MED-1_Others,MEDINA PHARMACY LIMITED,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,MEDINA PHARMACY LIMITED,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,MEDINA PHARMACY LIMITED,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-DCV-1,MEDINA PHARMACY LIMITED,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV_Others,MEDINA PHARMACY LIMITED,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
CHC_OTC_Others,MEDINA PHARMACY LIMITED,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-2,MEDINA PHARMACY LIMITED,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-4,MEDINA PHARMACY LIMITED,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-4,MEDINA PHARMACY LIMITED,EPILIM 200MG TAB BL10X10
KE-G.MED-3-4,MEDINA PHARMACY LIMITED,EPILIM CHRONO 333-145MG T
KE-G.MED-3-4,MEDINA PHARMACY LIMITED,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
CHC-NP,MEDINA PHARMACY LIMITED,ERCEFURYL 200MG CAP BL2X14
KE-G.MED-4-2,MEDINA PHARMACY LIMITED,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,MEDINA PHARMACY LIMITED,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MEDINA PHARMACY LIMITED,FLAGYL SUSPENSION 100ML
KE-DCV_Others,MEDINA PHARMACY LIMITED,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-1,MEDINA PHARMACY LIMITED,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-1,MEDINA PHARMACY LIMITED,LANTUS VIAL 10MG 1
GEM-NP,MEDINA PHARMACY LIMITED,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,MEDINA PHARMACY LIMITED,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,MEDINA PHARMACY LIMITED,MAALOX SUSPENSION 350ML (EXPORT)
KE-CHC-2,MEDINA PHARMACY LIMITED,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,MEDINA PHARMACY LIMITED,NOSPA 40MG TAB BL10X10 S3
CHC-NP,MEDINA PHARMACY LIMITED,NOSPA 40MG/2ML INJ AM25 XD
CHC-NP,MEDINA PHARMACY LIMITED,NOSPA 40MG/2ML INJ AM5 XD
KE-G.MED-3-4,MEDINA PHARMACY LIMITED,ORELOX 100MG TABCO BL1X10
KE-G.MED-3-4,MEDINA PHARMACY LIMITED,ORELOX 200MG 10CP
KE-G.MED-3-4,MEDINA PHARMACY LIMITED,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3_Others,MEDINA PHARMACY LIMITED,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1_Others,MEDINA PHARMACY LIMITED,PLAVIX 75MG TABCO BL2X14 M36 XE
CHC_OTC_Others,MEDINA PHARMACY LIMITED,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
CHC_OTC_Others,MEDINA PHARMACY LIMITED,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-2,MEDINA PHARMACY LIMITED,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,MEDINA PHARMACY LIMITED,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
GEM-NP,MEDINA PHARMACY LIMITED,STILNOX 10MG TABCO BL1X14 S3 M48 XD
GEM-NP,MEDINA PHARMACY LIMITED,TAVANIC 500MG TABLETS 5's
KE-G.MED-1-1,MEDINA PHARMACY LIMITED,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-1,MEDINA PHARMACY LIMITED,TRITACE 5MG 28 TABS
KE-G.MED-2-1,MEDINA PHARMACY LIMITED,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-DCV_Others,MEDINA REMEDIES LIMITED       ,AMARYL 1MG 30 TABS
KE-DCV_Others,MEDINA REMEDIES LIMITED       ,AMARYL 2MG 30 TABS
KE-DCV_Others,MEDINA REMEDIES LIMITED       ,AMARYL 4MG 30 TABS
CHC-NP,MEDINA REMEDIES LIMITED       ,BRONCHICUM 6.64G/+ ELIX BTX1 XE
CHC_OTC_Others,MEDINA REMEDIES LIMITED       ,BUSCOPAN TABLETS BP 10mg * 50's
KE-G.MED-1_Others,MEDINA REMEDIES LIMITED       ,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1_Others,MEDINA REMEDIES LIMITED       ,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1_Others,MEDINA REMEDIES LIMITED       ,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1_Others,MEDINA REMEDIES LIMITED       ,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
GEM-NP,MEDINA REMEDIES LIMITED       ,CORDARONE 200MG TAB BL3X10 S3 M36 XD
CHC_OTC_Others,MEDINA REMEDIES LIMITED       ,DULCOLAX TABLETS 5mg * 30's SugarC
CHC_RX_Others,MEDINA REMEDIES LIMITED       ,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3_Others,MEDINA REMEDIES LIMITED       ,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3_Others,MEDINA REMEDIES LIMITED       ,EPILIM CHRONO 333-145MG T
KE-G.MED-3_Others,MEDINA REMEDIES LIMITED       ,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
CHC-NP,MEDINA REMEDIES LIMITED       ,ERCEFURYL 3.6G/90ML SOL BTX1 S2 EX
KE-G.MED-4_Others,MEDINA REMEDIES LIMITED       ,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,MEDINA REMEDIES LIMITED       ,FLAGYL SUSPENSION 100ML
KE-DCV_Others,MEDINA REMEDIES LIMITED       ,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV_Others,MEDINA REMEDIES LIMITED       ,LANTUS VIAL 10MG 1
GEM-NP,MEDINA REMEDIES LIMITED       ,LASIX 20MG/2ML INJ AM5 S3 M60 XE
GEM-NP,MEDINA REMEDIES LIMITED       ,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,MEDINA REMEDIES LIMITED       ,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,MEDINA REMEDIES LIMITED       ,MAALOX PLUS TABS EXPORT 10
CHC_RX_Others,MEDINA REMEDIES LIMITED       ,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,MEDINA REMEDIES LIMITED       ,NOSPA 40MG TAB BL10X10 S3
CHC-NP,MEDINA REMEDIES LIMITED       ,NOSPA 40MG/2ML INJ AM25 XD
KE-G.MED-3_Others,MEDINA REMEDIES LIMITED       ,ORELOX 100MG TABCO BL1X10
KE-G.MED-3_Others,MEDINA REMEDIES LIMITED       ,ORELOX 200MG 10CP
KE-G.MED-3_Others,MEDINA REMEDIES LIMITED       ,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1_Others,MEDINA REMEDIES LIMITED       ,PLAVIX 75MG TABCO BL2X14 M36 XE
CHC_OTC_Others,MEDINA REMEDIES LIMITED       ,RHINATHIOL 6.25G/+ SYR BT
GEM-NP,MEDINA REMEDIES LIMITED       ,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-1_Others,MEDINA REMEDIES LIMITED       ,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1_Others,MEDINA REMEDIES LIMITED       ,TRITACE 5MG 28 TABS
KE-G.MED-2-1,MEDINA REMEDIES LIMITED       ,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-G.MED-2-1,MEDINA REMEDIES LIMITED       ,XATRAL 5MG TAB BL4X14 S3 M36 XD
CHC-NP,MEDIO CARE PHARMACEUTICALS - HOMABAY,MAALOX SUSPENSION 350ML (EXPORT)
CHC_RX_Others,MEDIO CARE PHARMACEUTICALS - HOMABAY,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-G.MED-2-1,MEDIO CARE PHARMACEUTICALS - HOMABAY,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-G.MED-2-1,MEDIO CARE PHARMACEUTICALS - HOMABAY,XATRAL 5MG TAB BL4X14 S3 M36 XD
KE-CHC-7,MEDIPOINT PHARMACEUTICALS LTD,DULCOLAX TABLETS 5mg * 30's SugarC
KE-G.MED-4-2,MEDIPOINT PHARMACEUTICALS LTD,FLAGYL 400MG 100 TABS
KE-CHC-3,MEDIPOINT PHARMACEUTICALS LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,MEDIPOINT PHARMACEUTICALS LTD,NOSPA 40MG TAB BL10X10 S3
CHC-NP,MEDIPOINT PHARMACEUTICALS LTD,NOSPA 40MG/2ML INJ AM25 XD
CHC_OTC_Others,MEDIPOINT PHARMACEUTICALS LTD,RHINATHIOL 10G/200ML SOL BTX1 XM
KE-CHC-7,MEDIPOINT PHARMACEUTICALS LTD,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-3,MEDIPOINT PHARMACEUTICALS LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-DCV_Others,MEDISPEC (K) LTD.,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV_Others,MEDS PHARMACEUTICALS LTD,AMARYL 1MG 30 TABS
KE-DCV-1,MEDS PHARMACEUTICALS LTD,AMARYL 2MG 30 TABS
KE-DCV-1,MEDS PHARMACEUTICALS LTD,AMARYL 4MG 30 TABS
KE-DCV_Others,MEDS PHARMACEUTICALS LTD,AMARYL M SR 2MG 30'S
KE-DCV-1,MEDS PHARMACEUTICALS LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-G.MED-3_Others,MEDS PHARMACEUTICALS LTD,APROVASC 150/5
KE-G.MED-3_Others,MEDS PHARMACEUTICALS LTD,APROVASC 300/10
KE-DCV_Others,MEDS PHARMACEUTICALS LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV_Others,MEDS PHARMACEUTICALS LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
CHC_OTC_Others,MEDS PHARMACEUTICALS LTD,BUSCOPAN TABLETS BP 10mg * 50's
KE-G.MED-1-1,MEDS PHARMACEUTICALS LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-DCV_Others,MEDS PHARMACEUTICALS LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV_Others,MEDS PHARMACEUTICALS LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-CHC-7,MEDS PHARMACEUTICALS LTD,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-3,MEDS PHARMACEUTICALS LTD,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-3,MEDS PHARMACEUTICALS LTD,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-3,MEDS PHARMACEUTICALS LTD,EPILIM 200MG TAB BL10X10
KE-G.MED-3-3,MEDS PHARMACEUTICALS LTD,EPILIM CHRONO 333-145MG T
KE-G.MED-3-3,MEDS PHARMACEUTICALS LTD,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4-2,MEDS PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,MEDS PHARMACEUTICALS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MEDS PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,MEDS PHARMACEUTICALS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,MEDS PHARMACEUTICALS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MEDS PHARMACEUTICALS LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-DCV-1,MEDS PHARMACEUTICALS LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,MEDS PHARMACEUTICALS LTD,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,MEDS PHARMACEUTICALS LTD,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,MEDS PHARMACEUTICALS LTD,MAALOX PLUS TABS EXPORT 10
KE-CHC-3,MEDS PHARMACEUTICALS LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-G.MED-3-3,MEDS PHARMACEUTICALS LTD,ORELOX 100MG TABCO BL1X10
KE-G.MED-3-3,MEDS PHARMACEUTICALS LTD,ORELOX 200MG 10CP
KE-G.MED-3-3,MEDS PHARMACEUTICALS LTD,ORELOX 800MG/+ GRAN BTX1
CHC_OTC_Others,MEDS PHARMACEUTICALS LTD,RHINATHIOL 10G/200ML SOL BTX1 XM
KE-CHC-7,MEDS PHARMACEUTICALS LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-7,MEDS PHARMACEUTICALS LTD,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-3,MEDS PHARMACEUTICALS LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,MEDS PHARMACEUTICALS LTD,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-1_Others,MEDS PHARMACEUTICALS LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1_Others,MEDS PHARMACEUTICALS LTD,TRITACE 5MG 28 TABS
KE-G.MED-2-1,MEDS PHARMACEUTICALS LTD,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-G.MED-2-1,MEDS PHARMACEUTICALS LTD,XATRAL 5MG TAB BL4X14 S3 M36 XD
KE-DCV_Others,MEDSCHEM PHARMACY LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
CHC-NP,MEDSCHEM PHARMACY LTD,BRONCHICUM 6.64G/+ ELIX BTX1 XE
KE-G.MED-1_Others,MEDSCHEM PHARMACY LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
GEM-NP,MEDSCHEM PHARMACY LTD,CORDARONE 200MG TAB BL3X10 S3 M36 XD
CHC_RX_Others,MEDSCHEM PHARMACY LTD,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-4,MEDSCHEM PHARMACY LTD,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3_Others,MEDSCHEM PHARMACY LTD,EPILIM 200MG TAB BL10X10
KE-G.MED-4-1,MEDSCHEM PHARMACY LTD,FLAGYL 400MG 100 TABS
KE-DCV_Others,MEDSCHEM PHARMACY LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,MEDSCHEM PHARMACY LTD,LASIX 20MG/2ML INJ AM5 S3 M60 XE
GEM-NP,MEDSCHEM PHARMACY LTD,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,MEDSCHEM PHARMACY LTD,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,MEDSCHEM PHARMACY LTD,MAALOX PLUS TABS EXPORT 10
CHC-NP,MEDSCHEM PHARMACY LTD,MAALOX SUSPENSION 350ML (EXPORT)
KE-G.MED-3-4,MEDSCHEM PHARMACY LTD,ORELOX 200MG 10CP
KE-G.MED-3-4,MEDSCHEM PHARMACY LTD,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3-4,MEDSCHEM PHARMACY LTD,ORELOX 800MG/+ GRAN BTX1
CHC_OTC_Others,MEDSCHEM PHARMACY LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
CHC_RX_Others,MEDSCHEM PHARMACY LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-G.MED-2-1,MEDSCHEM PHARMACY LTD,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-G.MED-3_Others,MEDSOURCE GROUP LTD,APROVASC 150/5
KE-G.MED-4-1,MEDSOURCE GROUP LTD,AXACEF 250MG TABCO BL1X10 M36 GH
CHC-NP,MEDSOURCE GROUP LTD,BIOFERON 305MG CAP 3X10
CHC-NP,MEDSOURCE GROUP LTD,BIOFERON 8G/200ML+ SYR BTX1 M30 EX
CHC_OTC_Others,MEDSOURCE GROUP LTD,DULCOLAX TABLETS 5mg * 30's SugarC
CHC_RX_Others,MEDSOURCE GROUP LTD,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3_Others,MEDSOURCE GROUP LTD,EPILIM 200MG TAB BL10X10
KE-G.MED-3_Others,MEDSOURCE GROUP LTD,EPILIM CHRONO 333-145MG T
KE-G.MED-4_Others,MEDSOURCE GROUP LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,MEDSOURCE GROUP LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
CHC_RX_Others,MEDSOURCE GROUP LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC_OTC_Others,MEDSOURCE GROUP LTD,RHINATHIOL 10G/200ML SOL BTX1 XM
CHC_OTC_Others,MEDSOURCE GROUP LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
CHC_OTC_Others,MEDSOURCE GROUP LTD,RHINATHIOL 6.25G/+ SYR BT
CHC_RX_Others,MEDSOURCE GROUP LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-G.MED-1_Others,MEDSOURCE GROUP LTD,TRITACE 5MG 28 TABS
KE-DCV-4,MEGALIFE LTD,AMARYL 1MG 30 TABS
KE-DCV-4,MEGALIFE LTD,AMARYL 2MG 30 TABS
KE-DCV-4,MEGALIFE LTD,AMARYL 4MG 30 TABS
KE-DCV-4,MEGALIFE LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-G.MED-3-1,MEGALIFE LTD,APROVASC 150/5
KE-G.MED-3-1,MEGALIFE LTD,APROVASC 300/10
KE-DCV-4,MEGALIFE LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE
CHC-NP,MEGALIFE LTD,BISOLVON LINCTUS 200ML 
CHC-NP,MEGALIFE LTD,BRONCHICUM 6.64G/+ ELIX BTX1 XE
KE-CHC-8,MEGALIFE LTD,BUSCOPAN PLUS TABLETS * 50's
KE-G.MED-1-4,MEGALIFE LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-DCV-4,MEGALIFE LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
GEM-NP,MEGALIFE LTD,CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-CHC-8,MEGALIFE LTD,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-4,MEGALIFE LTD,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-1,MEGALIFE LTD,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-1,MEGALIFE LTD,EPILIM CHRONO 333-145MG T
KE-G.MED-3-1,MEGALIFE LTD,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
CHC-NP,MEGALIFE LTD,ERCEFURYL 200MG CAP BL2X14
KE-G.MED-4_Others,MEGALIFE LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,MEGALIFE LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,MEGALIFE LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4_Others,MEGALIFE LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-DCV-4,MEGALIFE LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,MEGALIFE LTD,LASIX 20MG/2ML INJ AM5 S3 M60 XE
GEM-NP,MEGALIFE LTD,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,MEGALIFE LTD,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,MEGALIFE LTD,MAALOX PLUS TABS EXPORT 10
KE-G.MED-3-1,MEGALIFE LTD,ORELOX 100MG TABCO BL1X10
KE-G.MED-3-1,MEGALIFE LTD,ORELOX 200MG 10CP
KE-G.MED-3-1,MEGALIFE LTD,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3-1,MEGALIFE LTD,ORELOX 800MG/+ GRAN BTX1
GEM-NP,MEGALIFE LTD,RESONIUM A 453.7G/+ POWD BTX1 M60 XE
CHC_OTC_Others,MEGALIFE LTD,RHINATHIOL 10G/200ML SOL BTX1 XM
KE-CHC-8,MEGALIFE LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
GEM-NP,MEGALIFE LTD,STILNOX 10MG TABCO BL1X14 S3 M48 XD
GEM-NP,MEGALIFE LTD,TAVANIC 500MG TABLETS 5's
KE-G.MED-1-4,MEGALIFE LTD,TRITACE 5MG 28 TABS
KE-G.MED-2-1,MEGALIFE LTD,XATRAL 2.5MG TABCO BL2X15 S3 M36 XE
KE-CHC-5,MEMON MEDICAL CENTRE,BUSCOPAN PLUS TABLETS * 50's
CHC_OTC_Others,MEMON MEDICAL CENTRE,BUSCOPAN TABLETS BP 10mg * 50's
KE-CHC-5,MEMON MEDICAL CENTRE,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-1,MEMON MEDICAL CENTRE,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
GEM-NP,MEMON MEDICAL CENTRE,LASIX 40MG TAB BL2X10 SWI M60 XE
KE-CHC-1,MEMON MEDICAL CENTRE,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-G.MED-1_Others,MENELIK MEDICAL CENTRE,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
GEM-NP,MENELIK MEDICAL CENTRE,LASIX 20MG/2ML INJ AM5 S3 M60 XE
GEM-NP,MENELIK MEDICAL CENTRE,LASIX 40MG TAB BL2X10 SWI M60 XE
KE-DCV-5,MERCURY PHARMACEUTICALS,AMARYL 2MG 30 TABS
KE-DCV-5,MERCURY PHARMACEUTICALS,AMARYL 4MG 30 TABS
KE-DCV-5,MERCURY PHARMACEUTICALS,AMARYL MIR 2-500MG TABCO BL3X10 XE
CHC-NP,MERCURY PHARMACEUTICALS,BRONCHICUM 6.64G/+ ELIX BTX1 XE
CHC_OTC_Others,MERCURY PHARMACEUTICALS,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV_Others,MERCURY PHARMACEUTICALS,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-CHC-5,MERCURY PHARMACEUTICALS,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-1,MERCURY PHARMACEUTICALS,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-2,MERCURY PHARMACEUTICALS,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-2,MERCURY PHARMACEUTICALS,EPILIM 200MG TAB BL10X10
KE-G.MED-3-2,MERCURY PHARMACEUTICALS,EPILIM CHRONO 333-145MG T
KE-G.MED-3-2,MERCURY PHARMACEUTICALS,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
CHC-NP,MERCURY PHARMACEUTICALS,ERCEFURYL 200MG CAP BL2X14
KE-G.MED-4_Others,MERCURY PHARMACEUTICALS,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-DCV_Others,MERCURY PHARMACEUTICALS,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,MERCURY PHARMACEUTICALS,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,MERCURY PHARMACEUTICALS,Maalox 460mg/susp SC20 S3 M36 XE
KE-CHC-1,MERCURY PHARMACEUTICALS,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-G.MED-3-2,MERCURY PHARMACEUTICALS,ORELOX 200MG 10CP
KE-G.MED-3-2,MERCURY PHARMACEUTICALS,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-CHC-5,MERCURY PHARMACEUTICALS,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
CHC_RX_Others,MERCURY PHARMACEUTICALS,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-DCV-4,MERIDIAN EQUATOR HOSPITAL - 1,AMARYL 2MG 30 TABS
KE-DCV-4,MERIDIAN EQUATOR HOSPITAL - 1,AMARYL 4MG 30 TABS
KE-CHC-7,MERIDIAN EQUATOR HOSPITAL - 1,BUSCOPAN AMPOULES 20mg/1ml * 5's 
KE-CHC-7,MERIDIAN EQUATOR HOSPITAL - 1,BUSCOPAN TABLETS BP 10mg * 50's
