distributor,distributor_product_name,sanofi_product_name,sanofi_gmid,sanofi_product_id
MR,"LABOREX MAURITANIE",,"APROVASC 150-10MG TAB BL4X7 M36 XD",539185,165
MR,"LABOREX MAURITANIE",,"APROVASC 150-5MG TAB BL4X7 M36 XD",539183,166
MR,"LABOREX MAURITANIE",,"APROVASC 300-10MG TAB BL4X7 M36 XD",539181,167
MR,"LABOREX MAURITANIE",,"APROVASC 300-5MG TAB BL4X7 M36 XD",539182,168
MR,"LABOREX MAURITANIE",,"INSUMAN BAS 1KIU/10ML INJSU VL1 S3 XE",405018,169
MR,"LABOREX MAURITANIE",,"INSUMAN C30 1KIU/10ML INJSU VL1 S3 XE",405039,170
MR,"LABOREX MAURITANIE",,"INSUMAN RAP 1KIU/10ML INJ VL1 S3 M24 XE",405069,171
MR,"LABOREX MAURITANIE",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024,172
MR,"LABOREX MAURITANIE",,"PLAVIX 75MG TABCO BL2X14 M36 XE",222428,173
MR,"LABOREX MAURITANIE",,"TAVANIC 500MG/+ INFLS VL1 ICRA M36 XD",694156,174
MR,"LABOREX MAURITANIE",,"XATRAL 10MG TABCR BL30 M36 XD",545747,175
MR,"LABOREX MAURITANIE",,"GARDENAL 50MG TAB BL3X10 X EX",663987,176
MR,"LABOREX MAURITANIE",,"CORDARONE 200MG TAB BL2X15 M36 XD",554510,177
MR,"LABOREX MAURITANIE",,"GARDENAL 40MG SUBLY VLSX1 S4 M36 XD",646872,178
MR,"LABOREX MAURITANIE",,"GARDENAL 40MG SUBLY VLSX1 SWI M36 XD",297260,179
MR,"LABOREX MAURITANIE",,"LACTACYD 120ML LIQSO BT1 XD",671563,180
MR,"LABOREX MAURITANIE",,"LACTACYD 200ML LIQSO BT1 XD",671568,181
MR,"LABOREX MAURITANIE",,"OMIZEC 20MG CAP BL4X7 H EX",698117,182
MR,"LABOREX MAURITANIE",,"BIOFERON 200ML SYR BT1 M30 H EX",679090,183
MR,"LABOREX MAURITANIE",,"IBEX 200MG+ CAP BL2X12 H EX",698115,184
MR,"LABOREX MAURITANIE",,"LANTUS 300IU/3ML INJ SOLO5 M36 XD",684820,185
MR,"LABOREX MAURITANIE",,"MAGNE B6 186MG/+ SOL AM10 S3 M36 XM",224948,186
MR,"LABOREX MAURITANIE",,"PARAFLAM 400-325MG TABCO BL10 M36 EX",476714,187
MR,"LABOREX MAURITANIE",,"DOLIPRANE 1G TAB BL2X4 NDSI M36 XD",626499,188
MR,"LABOREX MAURITANIE",,"LANTUS 300IU/3ML INJ CRT5 S3 M36 XE",241634,189
MR,"LABOREX MAURITANIE",,"STILNOX 10MG TABCO BL14 S4 M48 XD",636825,190
MR,"LABOREX MAURITANIE",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737,191
MR,"LABOREX MAURITANIE",,"DOLIPRANE 2.16G/90ML SYR BT1 X EX",663988,192
MR,"LABOREX MAURITANIE",,"AMEDIN 10MG TAB BL2X14 M36 MG",475652,193
MR,"LABOREX MAURITANIE",,"AMEDIN 5MG TAB BL2X14 M36 UG",475862,194
MR,"LABOREX MAURITANIE",,"AXACEF 250MG TABCO BL10 M36 MG",475987,195
MR,"LABOREX MAURITANIE",,"AXACEF 500MG TABCO BL10 M36 MG",475988,196
MR,"LABOREX MAURITANIE",,"DYMOL 50-500MG TABEC BL10 M36 MG",476664,197
MR,"LABOREX MAURITANIE",,"ZOXON 1G INJPO VL100 M36 MG",476624,198
MR,"LABOREX MAURITANIE",,"TOPLEXIL 33MG/100ML SYR BT1 X EX",663994,199
MR,"LABOREX MAURITANIE",,"COAPRO 300-25MG TABCO BL2X14 M24 XE",264433,200
MR,"LABOREX MAURITANIE",,"ELOXATINE 100MG/20ML INJ VL1 H FR",407073,201
MR,"LABOREX MAURITANIE",,"METHOTREXATE 2.5MG TABCO BT20 M36 FR",355496,202
MR,"LABOREX MAURITANIE",,"ARTANE 5MG TAB BL20 FR",665401,203
MR,"LABOREX MAURITANIE",,"DOLIPRANE 1G TAB BL2X4 M24 XD",650739,204
MR,"LABOREX MAURITANIE",,"TRITACE 2.5MG TAB BL2X14 S4 M36 XE",627595,205
MR,"LABOREX MAURITANIE",,"TRITACE 5MG TAB BL2X14 S4 M36 XE",627597,206
MR,"LABOREX MAURITANIE",,"AMARYL 1MG TAB BL2X15 S3 M36 XE",261604,207
MR,"LABOREX MAURITANIE",,"AMARYL 2MG TAB BL2X15 S3 M36 XE",261605,208
MR,"LABOREX MAURITANIE",,"AMARYL 3MG TAB BL2X15 S4 M36 XE",632896,209
MR,"LABOREX MAURITANIE",,"AMARYL 3MG TAB BL2X15 S3 M36 XE",261608,210
MR,"LABOREX MAURITANIE",,"AMARYL 4MG TAB BL2X15 S3 M36 XE",261610,211
MR,"LABOREX MAURITANIE",,"CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE",306220,212
MR,"LABOREX MAURITANIE",,"CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE",306222,213
MR,"LABOREX MAURITANIE",,"CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE",306225,214
MR,"LABOREX MAURITANIE",,"CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE",306226,215
MR,"LABOREX MAURITANIE",,"EPILIM 200MG TABEC BL10X10 S3 M36 XE",502299,216
MR,"LABOREX MAURITANIE",,"FLEMING 228.5MG/+ SUSP BT1 M24 EX",476009,217
MR,"LABOREX MAURITANIE",,"FLEMING 500-125MG TABCO BL2X7 M24 EX",477015,218
MR,"LABOREX MAURITANIE",,"FLEMING 457MG/5ML SUSP BT1 M24 KE",477034,219
MR,"LABOREX MAURITANIE",,"FLEMING 875-125MG TABCO BL2X7 M24 EX",476043,220
MR,"LABOREX MAURITANIE",,"INSUMAN C30 300IU/3ML INJSU CRT5 M24 XE",415360,221
MR,"LABOREX MAURITANIE",,"LANTUS 300IU/3ML INJ SOLO5 ICRA M36 XE",615902,222
MR,"LABOREX MAURITANIE",,"MAALOX PLUS 8.1G/+ SUSP BT1 S3 M36 XD",250798,223
MR,"LABOREX MAURITANIE",,"TAVANIC 500MG/+ INFLS VL1 S3 M36 XE",251781,224
MR,"LABOREX MAURITANIE",,"TIMOL 50MG/10ML EYDRO BT1 M36 GH",477787,225
MR,"LABOREX MAURITANIE",,"ZOXON 1G INJPO VL1+AM1 M36 KE",477044,226
MR,"LABOREX MAURITANIE",,"EPILIM CHRO 199.8-87MG TABCR BL10X10 XE",643215,227
MR,"LABOREX MAURITANIE",,"EPILIM CHRO 333-145MG TABCR BL10X10 XE",643216,228
MR,"LABOREX MAURITANIE",,"EPILIM 12G/300ML SYR BT1 S4 M36 XE",641849,229
MR,"LABOREX MAURITANIE",,"FLAGYL 500MG/+ LIQ BT1 ZA",67294,230
MR,"LABOREX MAURITANIE",,"FLAGYL 200MG/5ML SUSP BT1 M24 ZA",645815,231
MR,"LABOREX MAURITANIE",,"BOX HISTIACIL NF 150ML JBE ADU",626547,232
MR,"LABOREX MAURITANIE",,"CORDARONE 150MG/3ML INJ AM6 S3 M24 XD",245298,233
MR,"LABOREX MAURITANIE",,"BRONCHICUM 6.64G/+ ELIX BT1 S3 M36 XE",352016,234
MR,"LABOREX MAURITANIE",,"ELOXATIN 50MG/10ML INJ VL1 M24 XE",370351,235
MR,"LABOREX MAURITANIE",,"ELOXATIN 100MG/20ML INJ VL1 S3 M24 XE",407096,236
MR,"LABOREX MAURITANIE",,"LASIX 20MG/2ML INJ AM5 XE",518946,237
MR,"LABOREX MAURITANIE",,"LASIX 40MG TAB BL2X10 M36 XE",505579,238
MR,"LABOREX MAURITANIE",,"MAALOX PLUS 200MG+ TABCW BL4X10 S3 XD",436418,239
MR,"LABOREX MAURITANIE",,"MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XE",213714,240
MR,"LABOREX MAURITANIE",,"RESONIUM A 453.7G/+ POWD BT1 M60 XE",258746,241
MR,"LABOREX MAURITANIE",,"RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE",312451,242
MR,"LABOREX MAURITANIE",,"EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE",642931,243
MR,"LABOREX MAURITANIE",,"MAALOX 84G/+ SUSP BT1 XE",506739,244
MR,"LABOREX MAURITANIE",,"AMARYL 1MG TAB BL3X10 M36 ZA",645820,245
MR,"LABOREX MAURITANIE",,"AMARYL 2MG TAB BL3X10 M36 ZA",645818,246
MR,"LABOREX MAURITANIE",,"AMARYL 4MG TAB BL3X10 M36 ZA",645819,247
MR,"LABOREX MAURITANIE",,"FLAGYL 400MG TAB BT100 M24 ZA",645817,248
MR,"LABOREX MAURITANIE",,"LANTUS 1KIU/10ML INJ VL1 ICRA M36 XE",615926,249
MR,"LABOREX MAURITANIE",,"TARGOCID 200MG/3ML INJPO VLSX1 S3 M36 XE",263980,250
MR,"LABOREX MAURITANIE",,"TARGOCID 400MG/3ML INJPO VLSX1 S3 M36 XE",306632,251
MR,"LABOREX MAURITANIE",,"BUSCOPAN 10MG TABSC BL5X10 M36 NG",651969,252
MR,"LABOREX MAURITANIE",,"GERIATRIC PHARMATON 40MG+ CAPSG BT30 NG",653312,253
MR,"LABOREX MAURITANIE",,"PHARMATON KIDDI 4G/+ SYR BT1 NEAN M24 EX",696080,254
MR,"LABOREX MAURITANIE",,"PHARMATON KIDDI 2G/+ SYR BT1 NEAN M24 EX",696079,255
MR,"LABOREX MAURITANIE",,"BUSCOPAN 20MG/1ML INJ AM5 M36 ZA",652574,256
MR,"LABOREX MAURITANIE",,"BISOLVON LINCTUS DA 160MG/+ SYR BT1 ZA",654229,257
MR,"LABOREX MAURITANIE",,"BUSCOPAN PLUS 10-500MG TABCO BL50X1 EX",653030,258
MR,"LABOREX MAURITANIE",,"DULCOLAX 5MG TABSC BL3X10 M36 XD",693896,259
MR,"LABOREX MAURITANIE",,"MUCOSOLVAN 300MG/+ SYR BT1 M36 EX",651777,260
MR,"LABOREX MAURITANIE",,"APIDRA 300IU/3ML INJ SOLO5 M24 XN",380567,261
MR,"LABOREX MAURITANIE",,"DOLIPRANE 1G SUP BL2X4 FR",62375,262
MR,"LABOREX MAURITANIE",,"DOLIPRANE 1G POWD SC8 NF FR",443925,263
MR,"LABOREX MAURITANIE",,"DOLIPRANE 500MG TAB BL2X8 XD",648641,264
MR,"LABOREX MAURITANIE",,"IMOVANE 7.5MG TABCO BL20 SWI M36 XE",298685,265
MR,"LABOREX MAURITANIE",,"LIPANOR 100MG CAP BL3X10 S4 M36 XD",667138,266
MR,"LABOREX MAURITANIE",,"MAALOX PLUS 15.975G/+ SUSP BT1 S3 M36 XD",250800,267
MR,"LABOREX MAURITANIE",,"PROFEMIGR 150MG TAB BL10 M60 FR",371014,268
MR,"LABOREX MAURITANIE",,"PROFENID 1.5G/60G GEL TB1 S4 M36 XE",594660,269
MR,"LABOREX MAURITANIE",,"SURMONTIL 25MG TAB BL5X10 M36 XD",592231,270
MR,"LABOREX MAURITANIE",,"TELFAST 180MG TABCO BL15 S4 M36 XE",655846,271
MR,"LABOREX MAURITANIE",,"TILDIEM 60MG TAB BL2X15 S3 M36 XD",242086,272
MR,"LABOREX MAURITANIE",,"ARTANE 2MG TAB BL2X25 FR",663419,273
MR,"LABOREX MAURITANIE",,"MUCOSOLVAN 30MG/5ML SYR BT1 M36 XE",686913,274
GH,"GOKALS LABOREX LIMITED",,"AMAREL 1MG TAB BL2X15 M36 XE",268012,1
GH,"GOKALS LABOREX LIMITED",,"AMAREL 2MG TAB BL2X15 M36 XE",268013,2
GH,"GOKALS LABOREX LIMITED",,"AMAREL 3MG TAB BL2X15 M36 XE",268014,3
GH,"GOKALS LABOREX LIMITED",,"AMAREL 4MG TAB BL2X15 M36 XD",268015,4
GH,"GOKALS LABOREX LIMITED",,"AMARYL MIR 2-500MG TABCO BL3X10 XE",307013,5
GH,"GOKALS LABOREX LIMITED",,"AMARYL MSR 2-500MG TABCO BL3X10 M24 XE",321233,6
GH,"GOKALS LABOREX LIMITED",,"AMITRON 3G/60ML POWD BT1 M36 EX",475982,7
GH,"GOKALS LABOREX LIMITED",,"AMITRON 500MG CAPEM BL12 M36 EX",475871,8
GH,"GOKALS LABOREX LIMITED",,"AMITRON 500MG CAPEM BL50X10 M36 EX",475875,9
GH,"GOKALS LABOREX LIMITED",,"APROVEL 150MG TABCO BL2X14 RM M36 XE",196680,10
GH,"GOKALS LABOREX LIMITED",,"APROVEL 300MG TABCO BL2X14 RM M36 XE",196681,11
GH,"GOKALS LABOREX LIMITED",,"ASPEGIC 100MG POWD SC20 SAF M24 XD",281498,12
GH,"GOKALS LABOREX LIMITED",,"ASPEGIC 1G POWD SC20 SAF M30 XD",298801,13
GH,"GOKALS LABOREX LIMITED",,"ASPEGIC 250MG POWD SC20 SAF M24 XD",281499,14
GH,"GOKALS LABOREX LIMITED",,"ASPEGIC 500MG POWD SC20 SAF M30 XD",281500,15
GH,"GOKALS LABOREX LIMITED",,"ATURGYL 7.5MG/15ML NASSP IN1 M24 XE",354883,16
GH,"GOKALS LABOREX LIMITED",,"BIOFERON 305MG+ CAPEM BL3X10 M30 EX",475991,17
GH,"GOKALS LABOREX LIMITED",,"BIPROFENID 100MG TAB BL2X10 S4 M24 XD",636858,18
GH,"GOKALS LABOREX LIMITED",,"CLOMID 50MG TAB BL10 NDSI M36 XE",551042,19
GH,"GOKALS LABOREX LIMITED",,"CLOMID 50MG TAB BL5 NDSI M36 XE",551043,20
GH,"GOKALS LABOREX LIMITED",,"COAPRO 150-12.5MG TABCO BL2X14 RM M36 XD",247831,21
GH,"GOKALS LABOREX LIMITED",,"COAPRO 300-12.5MG TABCO BL2X14 RM M36 XD",247832,22
GH,"GOKALS LABOREX LIMITED",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074,23
GH,"GOKALS LABOREX LIMITED",,"CORDARONE 200MG TAB BL2X15 M24 XD",554523,24
GH,"GOKALS LABOREX LIMITED",,"CORTANCYL 20MG TAB BL2X10 SWI M36 XE",323487,25
GH,"GOKALS LABOREX LIMITED",,"CORTANCYL 5MG TAB BL30 SWI M36 XE",298682,26
GH,"GOKALS LABOREX LIMITED",,"CORVASAL 2MG TAB BL2X15 S3 M36 XD",320343,27
GH,"GOKALS LABOREX LIMITED",,"CORVASAL 4MG TAB BL2X15 S3 M24 XD",320344,28
GH,"GOKALS LABOREX LIMITED",,"DAONIL 5MG TAB BL10X10 SWI M24 XE",305481,29
GH,"GOKALS LABOREX LIMITED",,"DAONIL 5MG TAB BL20 SWI M24 XE",305479,30
GH,"GOKALS LABOREX LIMITED",,"DEPAK CHRO500 333-145MG TABCR TB30 XD",630791,31
GH,"GOKALS LABOREX LIMITED",,"DEPAKINE 200MG TABEC TB40 ICRA M36 X1",624625,32
GH,"GOKALS LABOREX LIMITED",,"DEPAKINE 500MG TABEC TB40 M36 XD",630763,33
GH,"GOKALS LABOREX LIMITED",,"DEPAKINE 8.65G/+ SYR BT1 ICRA M36 XD",625765,34
GH,"GOKALS LABOREX LIMITED",,"DEPAKINE 8G/40ML SOL BT1 ICRA M36 XD",625767,35
GH,"GOKALS LABOREX LIMITED",,"DITROPAN 5MG TAB BL2X30 M36 XD",240939,36
GH,"GOKALS LABOREX LIMITED",,"DOGMATIL 50MG CAP BL30 M36 XE",611732,37
GH,"GOKALS LABOREX LIMITED",,"DOLIPRANE 100MG POWD SC12 NDSI XD",627331,38
GH,"GOKALS LABOREX LIMITED",,"DOLIPRANE 100MG SUP BL2X5 NDSI M36 XD",627329,39
GH,"GOKALS LABOREX LIMITED",,"DOLIPRANE 150MG POWD SC12 NDSI XD",627332,40
GH,"GOKALS LABOREX LIMITED",,"DOLIPRANE 150MG SUP BL2X5 NDSI M36 XD",627328,41
GH,"GOKALS LABOREX LIMITED",,"DOLIPRANE 1G TABEF TB8 NDSI M36 XD",624480,42
GH,"GOKALS LABOREX LIMITED",,"DOLIPRANE 200MG POWD SC12 NDSI XD",627314,43
GH,"GOKALS LABOREX LIMITED",,"DOLIPRANE 200MG SUP BL2X5 NDSI M36 XD",627327,44
GH,"GOKALS LABOREX LIMITED",,"DOLIPRANE 300MG POWD SC12 NDSI XD",626997,45
GH,"GOKALS LABOREX LIMITED",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326,46
GH,"GOKALS LABOREX LIMITED",,"DOLIPRANE VIT C 500-150MG TABEF TB16 XD",626630,47
GH,"GOKALS LABOREX LIMITED",,"DOLIPRANE VIT C 500-150MG TABEF TB16 FR",292037,48
GH,"GOKALS LABOREX LIMITED",,"DOLIPRANE 500MG POWD SC12 NDSI M24 XD",627330,49
GH,"GOKALS LABOREX LIMITED",,"DOLIPRANE 500MG TABEF TB2X8 NDSI M36 XD",624479,50
GH,"GOKALS LABOREX LIMITED",,"DOLIPREX 500MG+ POWD SC8 NDSI XD",626998,51
GH,"GOKALS LABOREX LIMITED",,"DOLIRHUME 500-30MG TAB BL2X8 NDSI M36 XD",627160,52
GH,"GOKALS LABOREX LIMITED",,"ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD",528888,53
GH,"GOKALS LABOREX LIMITED",,"ERCEFURYL 200MG CAP BL2X14 SAF M60 XE",592593,54
GH,"GOKALS LABOREX LIMITED",,"ERCEFURYL 3.6G/90ML SOL BT1 S2 EX",671538,55
GH,"GOKALS LABOREX LIMITED",,"EXACYL 500MG TAB BL20 S3 XE",541078,56
GH,"GOKALS LABOREX LIMITED",,"EXACYL 1G/10ML SOL AM5 S3 M60 XE",224938,57
GH,"GOKALS LABOREX LIMITED",,"FLAGENTYL 500MG TABCO BL4 S4 M49 XD",664051,58
GH,"GOKALS LABOREX LIMITED",,"FLAGYL 500MG/+ INJ BG25 H FR",67933,59
GH,"GOKALS LABOREX LIMITED",,"FLAGYL 125MG/5ML SUSP BT1 XD",678014,60
GH,"GOKALS LABOREX LIMITED",,"FLAGYL 500MG PESSA BL2X5 S4 M36 XD",642941,61
GH,"GOKALS LABOREX LIMITED",,"FLEMING 1G-125MG TABCO BL2X8 M24 EX",476956,62
GH,"GOKALS LABOREX LIMITED",,"FLEMING 1G-200MG INJPO VL5 M24 EX",476963,63
GH,"GOKALS LABOREX LIMITED",,"FLEMING 3G/+ POWD BT1 M24 EX",476955,64
GH,"GOKALS LABOREX LIMITED",,"FLEMING 500-62.5MG TABCO BL2X8 M24 EX",476957,65
GH,"GOKALS LABOREX LIMITED",,"FLEMING 6G/+ POWD BT1 M24 EX",476954,66
GH,"GOKALS LABOREX LIMITED",,"GARDENAL 10MG TAB BL4X20 S3 M60 XE",665371,67
GH,"GOKALS LABOREX LIMITED",,"HEMI-DAONIL 2.5MG TAB BL3X20 SWI M24 XE",285368,68
GH,"GOKALS LABOREX LIMITED",,"IBEX 200MG+ CAPEM BL2X12 M36 EX",476933,69
GH,"GOKALS LABOREX LIMITED",,"LARGACTIL 100MG TABCO BL3X10 M36 XD",625681,70
GH,"GOKALS LABOREX LIMITED",,"LASILIX 20MG/2ML INJ AM1 XE",518938,71
GH,"GOKALS LABOREX LIMITED",,"LASILIX 40MG TAB BL3X10 SWI M36 XE",311168,72
GH,"GOKALS LABOREX LIMITED",,"LASILIX FAIBLE 20MG TAB BL2X15 SWI XE",311166,73
GH,"GOKALS LABOREX LIMITED",,"LASILIX RETARD 60MG CAP TB30 M24 XE",293665,74
GH,"GOKALS LABOREX LIMITED",,"MAALOX 8.75G/+ SUSP BT1 S3 M36 XE",239907,75
GH,"GOKALS LABOREX LIMITED",,"MAALOX 460MG/+ SUSP SC20 S3 M36 XE",292174,76
GH,"GOKALS LABOREX LIMITED",,"MAALOX 400-400MG TABCW BL4X10 S3 M60 XE",436433,77
GH,"GOKALS LABOREX LIMITED",,"MAGNE B6 470-5MG TABSC BL5X10 S3 M24 XE",214082,78
GH,"GOKALS LABOREX LIMITED",,"MAXILASE 25KIU/+ SYR BT1 SAF M18 XM",346666,79
GH,"GOKALS LABOREX LIMITED",,"MAXILASE 3KIU TABSC BL2X12 S3 M24 XD",245296,80
GH,"GOKALS LABOREX LIMITED",,"MITOSYL 40G/150G+ CREAM TB1 S3 M36 XE",592685,81
GH,"GOKALS LABOREX LIMITED",,"MITOSYL 20-27G/65G CREAM TB1 S3 M36 XE",592684,82
GH,"GOKALS LABOREX LIMITED",,"NORZOL 400-600MG TABCO BL10 M36 EX",476712,83
GH,"GOKALS LABOREX LIMITED",,"NO-SPA 40MG/2ML INJ AM25 XD",289137,84
GH,"GOKALS LABOREX LIMITED",,"NO-SPA 40MG/2ML INJ AM5 XD",289138,85
GH,"GOKALS LABOREX LIMITED",,"NO-SPA 40MG TAB BL10X10 S3 M36 XD",287552,86
GH,"GOKALS LABOREX LIMITED",,"NO-SPA 40MG TAB BL2X10 S3 M36 XD",287550,87
GH,"GOKALS LABOREX LIMITED",,"NO-SPA 80MG TAB BL2X10 S3 M36 XD",287553,88
GH,"GOKALS LABOREX LIMITED",,"NOVALGIN 2.5G/5ML INJ AM5 S3 M60 XE",592705,89
GH,"GOKALS LABOREX LIMITED",,"NOVALGIN 500MG TABCO BL2X10 M36 XD",609071,90
GH,"GOKALS LABOREX LIMITED",,"NOVALGIN 50MG/100ML SYR BT1 EX",671597,91
GH,"GOKALS LABOREX LIMITED",,"NOZINAN HCL 100MG TABCO BL2X10 S3 M60 XD",264980,92
GH,"GOKALS LABOREX LIMITED",,"NOZINAN 25MG TABCO BL2X10 S3 M61 XD",311122,93
GH,"GOKALS LABOREX LIMITED",,"OFLOCET 200MG TABCO BL10 S4 M36 XD",632425,94
GH,"GOKALS LABOREX LIMITED",,"ORELOX 100MG TABCO BL10 SWI M36 XD",298689,95
GH,"GOKALS LABOREX LIMITED",,"ORELOX 200MG TABCO BL2X5 M36 XD",374872,96
GH,"GOKALS LABOREX LIMITED",,"ORELOX 40MG/5ML GRAN BT1 SWI M24 XD",298691,97
GH,"GOKALS LABOREX LIMITED",,"ORELOX 400MG/50ML GRAN BT1 SWI M24 XE",298693,98
GH,"GOKALS LABOREX LIMITED",,"OROKEN 100MG/5ML POWD BT1 S4 M24 XD",628390,99
GH,"GOKALS LABOREX LIMITED",,"OROKEN 200MG TABCO BL8 S4 M24 XD",628389,100
GH,"GOKALS LABOREX LIMITED",,"OROKEN 40MG/5ML POWD BT1 S4 M24 XD",628391,101
GH,"GOKALS LABOREX LIMITED",,"PROFENID 100MG SUP BL2X6 S4 M24 XD",639164,102
GH,"GOKALS LABOREX LIMITED",,"PROFENID 100MG/2ML INJ AM2 S4 M36 XE",540717,103
GH,"GOKALS LABOREX LIMITED",,"PROFENID 100MG INJPO VL50 H FR",172136,104
GH,"GOKALS LABOREX LIMITED",,"PROFENID 100MG TABCO BL3X10 XD",671609,105
GH,"GOKALS LABOREX LIMITED",,"PROFENID 50MG CAP BL2X12 S4 M36 XD",639608,106
GH,"GOKALS LABOREX LIMITED",,"PROFENID LP 200MG TABEC BL14 S3 M24 XD",624622,107
GH,"GOKALS LABOREX LIMITED",,"PYOSTACINE 500MG TABCO BL2X8 NF M48 XD",571696,108
GH,"GOKALS LABOREX LIMITED",,"QUINIMAX 125MG TABCO BT18 M36 XE",187750,109
GH,"GOKALS LABOREX LIMITED",,"QUINIMAX 500MG TABCO BT9 M36 XE",187747,110
GH,"GOKALS LABOREX LIMITED",,"RHINATHIOL 2.5G/125ML SYR BT1 SAF M36 XM",479387,111
GH,"GOKALS LABOREX LIMITED",,"RHINATHIOL 6.25G/+ SYR BT1 S3 M36 XE",479530,112
GH,"GOKALS LABOREX LIMITED",,"RHINATHIOL 15G/300ML SYR BT1 S3 M37 XM",323470,113
GH,"GOKALS LABOREX LIMITED",,"RHINATHIOL PMZ 2.5G/+ SYR BT1 SAF M24 XD",323473,114
GH,"GOKALS LABOREX LIMITED",,"RISORDAN 20MG TABCO BL3X20 M36 FR",355560,115
GH,"GOKALS LABOREX LIMITED",,"RODOGYL 750KIU+ TABCO BL2X10 S3 M36 XD",408003,116
GH,"GOKALS LABOREX LIMITED",,"ROVAMYCINE 1.5MIU TABCO BL2X8 M36 XD",624775,117
GH,"GOKALS LABOREX LIMITED",,"ROVAMYCINE 3MIU TABCO BL10 M24 XD",624774,118
GH,"GOKALS LABOREX LIMITED",,"RULID 150MG TABCO BL10 SWI M36 XD",298698,119
GH,"GOKALS LABOREX LIMITED",,"STILNOX 10MG TABCO BL20 S4 M48 XD",636827,120
GH,"GOKALS LABOREX LIMITED",,"SURGAM 200MG TAB BL2X10 SWI M36 XE",298711,121
GH,"GOKALS LABOREX LIMITED",,"TAVANIC 500MG/+ INFLS VL1 M36 H FR",39171,122
GH,"GOKALS LABOREX LIMITED",,"TAVANIC 500MG TABCO BL5 SWI M60 XE",310637,123
GH,"GOKALS LABOREX LIMITED",,"TAXOTERE 20MG/1ML INJ VL1 M24 XE",413689,124
GH,"GOKALS LABOREX LIMITED",,"TAXOTERE 80MG/4ML INJ VL1 M24 XD",414074,125
GH,"GOKALS LABOREX LIMITED",,"THIOBACTIN 3G/60ML SUSP BT1 EX",671637,126
GH,"GOKALS LABOREX LIMITED",,"THIOBACTIN 500MG TAB BL24 EX",671639,127
GH,"GOKALS LABOREX LIMITED",,"TOPLEXIL 33MG/+ SYR BT1 S3 M37 XE",269069,128
GH,"GOKALS LABOREX LIMITED",,"TRANXENE 10MG CAP BL3X10 M36 XE",489540,129
GH,"GOKALS LABOREX LIMITED",,"TRANXENE 5MG CAP BL3X10 M36 XE",489541,130
GH,"GOKALS LABOREX LIMITED",,"TRIATEC 10MG TAB BL2X15 S4 M36 XD",666655,131
GH,"GOKALS LABOREX LIMITED",,"TRIATEC 1.25MG TAB BL2X15 XD",679231,132
GH,"GOKALS LABOREX LIMITED",,"TRIATEC 2.5MG TAB BL2X15 S4 M36 XD",666654,133
GH,"GOKALS LABOREX LIMITED",,"ULCAR 1G/5ML SUSP SC30 S4 M48 XD",646799,134
GH,"GOKALS LABOREX LIMITED",,"TRITAZIDE 10-12.5MG TAB BL2X14 S4 M36 XD",627667,135
GH,"GOKALS LABOREX LIMITED",,"TRITAZIDE 10-25MG TAB BL2X14 S4 M36 XD",627060,136
GH,"GOKALS LABOREX LIMITED",,"TRITAZIDE 5-12.5MG TAB BL2X14 S4 M36 XD",627061,137
GH,"GOKALS LABOREX LIMITED",,"TRITAZIDE 5-25MG TAB BL2X14 S4 M36 XD",627062,138
GH,"GOKALS LABOREX LIMITED",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279,139
GH,"GOKALS LABOREX LIMITED",,"XATRAL 5MG TABCR BL4X14 S4 M36 XD",612011,140
GH,"GOKALS LABOREX LIMITED",,"XATRAL 10MG TABCR BL30 S4 M36 XD",633072,141
GH,"GOKALS LABOREX LIMITED",,"ZEBEN 400MG TAB BL1 M48 EX",476947,142
GH,"GOKALS LABOREX LIMITED",,"LOVENOX 2KIU/0.2ML INJ PS2 SWI M24 XE",306216,143
GH,"GOKALS LABOREX LIMITED",,"LOVENOX 4KIU/0.4ML INJ PS2 SWI M24 XE",306217,144
GH,"GOKALS LABOREX LIMITED",,"LOVENOX 6KIU/0.6ML INJ PS2 SWI M24 XE",306218,145
GH,"GOKALS LABOREX LIMITED",,"LOVENOX 8KIU/0.8ML INJ PS2 SWI M24 XE",306219,146
GH,"GOKALS LABOREX LIMITED",,"RHINATHIOL 10G/200ML SOL BT1 M24 XM",477825,147
GH,"GOKALS LABOREX LIMITED",,"RODOGYL 750KIU+ TABCO BL2X10 S4 M36 XD",624773,148
GH,"GOKALS LABOREX LIMITED",,"TRIATEC 5MG TAB BL2X15 S4 M36 XD",666653,149
GH,"GOKALS LABOREX LIMITED",,"NOVALGIN 2.5G/5ML INJ AM5 S4 M36 XD",635403,150
