distributor,distributor_product_name,sanofi_product_name,sanofi_gmid,sanofi_product_id
"MULTIPHAR RWANDA LTD",,"AMARYL 2MG TAB BL2X15 S3 M36 XE",261605,208
"MULTIPHAR RWANDA LTD",,"AMARYL 3MG TAB BL2X15 S4 M36 XE",632896,209
"MULTIPHAR RWANDA LTD",,"AMARYL 3MG TAB BL2X15 S3 M36 XE",261608,210
"MULTIPHAR RWANDA LTD",,"AMARYL 4MG TAB BL2X15 S3 M36 XE",261610,211
"MULTIPHAR RWANDA LTD",,"CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE",306220,212
"MULTIPHAR RWANDA LTD",,"CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE",306222,213
"MULTIPHAR RWANDA LTD",,"CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE",306225,214
"MULTIPHAR RWANDA LTD",,"CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE",306226,215
"MULTIPHAR RWANDA LTD",,"EPILIM 200MG TABEC BL10X10 S3 M36 XE",502299,216
"MULTIPHAR RWANDA LTD",,"FLEMING 228.5MG/+ SUSP BT1 M24 EX",476009,217
"MULTIPHAR RWANDA LTD",,"FLEMING 500-125MG TABCO BL2X7 M24 EX",477015,218
"MULTIPHAR RWANDA LTD",,"FLEMING 457MG/5ML SUSP BT1 M24 KE",477034,219
"MULTIPHAR RWANDA LTD",,"FLEMING 875-125MG TABCO BL2X7 M24 EX",476043,220
"MULTIPHAR RWANDA LTD",,"INSUMAN C30 300IU/3ML INJSU CRT5 M24 XE",415360,221
"MULTIPHAR RWANDA LTD",,"LANTUS 300IU/3ML INJ SOLO5 ICRA M36 XE",615902,222
"MULTIPHAR RWANDA LTD",,"MAALOX PLUS 8.1G/+ SUSP BT1 S3 M36 XD",250798,223
"MULTIPHAR RWANDA LTD",,"TAVANIC 500MG/+ INFLS VL1 S3 M36 XE",251781,224
"MULTIPHAR RWANDA LTD",,"TIMOL 50MG/10ML EYDRO BT1 M36 GH",477787,225
"MULTIPHAR RWANDA LTD",,"ZOXON 1G INJPO VL1+AM1 M36 KE",477044,226
"MULTIPHAR RWANDA LTD",,"EPILIM CHRO 199.8-87MG TABCR BL10X10 XE",643215,227
"MULTIPHAR RWANDA LTD",,"EPILIM CHRO 333-145MG TABCR BL10X10 XE",643216,228
"MULTIPHAR RWANDA LTD",,"EPILIM 12G/300ML SYR BT1 S4 M36 XE",641849,229
"MULTIPHAR RWANDA LTD",,"FLAGYL 500MG/+ LIQ BT1 ZA",67294,230
"MULTIPHAR RWANDA LTD",,"FLAGYL 200MG/5ML SUSP BT1 M24 ZA",645815,231
"MULTIPHAR RWANDA LTD",,"BOX HISTIACIL NF 150ML JBE ADU",626547,232
"MULTIPHAR RWANDA LTD",,"CORDARONE 150MG/3ML INJ AM6 S3 M24 XD",245298,233
"MULTIPHAR RWANDA LTD",,"BRONCHICUM 6.64G/+ ELIX BT1 S3 M36 XE",352016,234
"MULTIPHAR RWANDA LTD",,"ELOXATIN 50MG/10ML INJ VL1 M24 XE",370351,235
"MULTIPHAR RWANDA LTD",,"ELOXATIN 100MG/20ML INJ VL1 S3 M24 XE",407096,236
"MULTIPHAR RWANDA LTD",,"LASIX 20MG/2ML INJ AM5 XE",518946,237
"MULTIPHAR RWANDA LTD",,"LASIX 40MG TAB BL2X10 M36 XE",505579,238
"MULTIPHAR RWANDA LTD",,"MAALOX PLUS 200MG+ TABCW BL4X10 S3 XD",436418,239
"MULTIPHAR RWANDA LTD",,"MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XE",213714,240
"MULTIPHAR RWANDA LTD",,"RESONIUM A 453.7G/+ POWD BT1 M60 XE",258746,241
"MULTIPHAR RWANDA LTD",,"RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE",312451,242
"MULTIPHAR RWANDA LTD",,"EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE",642931,243
"MULTIPHAR RWANDA LTD",,"MAALOX 84G/+ SUSP BT1 XE",506739,244
"MULTIPHAR RWANDA LTD",,"AMARYL 1MG TAB BL3X10 M36 ZA",645820,245
"MULTIPHAR RWANDA LTD",,"AMARYL 2MG TAB BL3X10 M36 ZA",645818,246
"MULTIPHAR RWANDA LTD",,"AMARYL 4MG TAB BL3X10 M36 ZA",645819,247
"MULTIPHAR RWANDA LTD",,"FLAGYL 400MG TAB BT100 M24 ZA",645817,248
"MULTIPHAR RWANDA LTD",,"LANTUS 1KIU/10ML INJ VL1 ICRA M36 XE",615926,249
"MULTIPHAR RWANDA LTD",,"TARGOCID 200MG/3ML INJPO VLSX1 S3 M36 XE",263980,250
"MULTIPHAR RWANDA LTD",,"TARGOCID 400MG/3ML INJPO VLSX1 S3 M36 XE",306632,251
"MULTIPHAR RWANDA LTD",,"BUSCOPAN 10MG TABSC BL5X10 M36 NG",651969,252
"MULTIPHAR RWANDA LTD",,"GERIATRIC PHARMATON 40MG+ CAPSG BT30 NG",653312,253
"MULTIPHAR RWANDA LTD",,"PHARMATON KIDDI 4G/+ SYR BT1 NEAN M24 EX",696080,254
"MULTIPHAR RWANDA LTD",,"PHARMATON KIDDI 2G/+ SYR BT1 NEAN M24 EX",696079,255
"MULTIPHAR RWANDA LTD",,"BUSCOPAN 20MG/1ML INJ AM5 M36 ZA",652574,256
"MULTIPHAR RWANDA LTD",,"BISOLVON LINCTUS DA 160MG/+ SYR BT1 ZA",654229,257
"MULTIPHAR RWANDA LTD",,"BUSCOPAN PLUS 10-500MG TABCO BL50X1 EX",653030,258
"MULTIPHAR RWANDA LTD",,"DULCOLAX 5MG TABSC BL3X10 M36 XD",693896,259
"MULTIPHAR RWANDA LTD",,"MUCOSOLVAN 300MG/+ SYR BT1 M36 EX",651777,260
"MULTIPHAR RWANDA LTD",,"APIDRA 300IU/3ML INJ SOLO5 M24 XN",380567,261
"MULTIPHAR RWANDA LTD",,"DOLIPRANE 1G SUP BL2X4 FR",62375,262
"MULTIPHAR RWANDA LTD",,"DOLIPRANE 1G POWD SC8 NF FR",443925,263
"MULTIPHAR RWANDA LTD",,"DOLIPRANE 500MG TAB BL2X8 XD",648641,264
"MULTIPHAR RWANDA LTD",,"IMOVANE 7.5MG TABCO BL20 SWI M36 XE",298685,265
"MULTIPHAR RWANDA LTD",,"LIPANOR 100MG CAP BL3X10 S4 M36 XD",667138,266
"MULTIPHAR RWANDA LTD",,"MAALOX PLUS 15.975G/+ SUSP BT1 S3 M36 XD",250800,267
"MULTIPHAR RWANDA LTD",,"PROFEMIGR 150MG TAB BL10 M60 FR",371014,268
"MULTIPHAR RWANDA LTD",,"PROFENID 1.5G/60G GEL TB1 S4 M36 XE",594660,269
"MULTIPHAR RWANDA LTD",,"SURMONTIL 25MG TAB BL5X10 M36 XD",592231,270
"MULTIPHAR RWANDA LTD",,"TELFAST 180MG TABCO BL15 S4 M36 XE",655846,271
"MULTIPHAR RWANDA LTD",,"TILDIEM 60MG TAB BL2X15 S3 M36 XD",242086,272
"MULTIPHAR RWANDA LTD",,"ARTANE 2MG TAB BL2X25 FR",663419,273
"MULTIPHAR RWANDA LTD",,"MUCOSOLVAN 30MG/5ML SYR BT1 M36 XE",686913,274
"LABOREX CONGO",,"AMAREL 1MG TAB BL2X15 M36 XE",268012,1
"LABOREX CONGO",,"AMAREL 2MG TAB BL2X15 M36 XE",268013,2
"LABOREX CONGO",,"AMAREL 3MG TAB BL2X15 M36 XE",268014,3
"LABOREX CONGO",,"AMAREL 4MG TAB BL2X15 M36 XD",268015,4
"LABOREX CONGO",,"AMARYL MIR 2-500MG TABCO BL3X10 XE",307013,5
"LABOREX CONGO",,"AMARYL MSR 2-500MG TABCO BL3X10 M24 XE",321233,6
"LABOREX CONGO",,"AMITRON 3G/60ML POWD BT1 M36 EX",475982,7
"LABOREX CONGO",,"AMITRON 500MG CAPEM BL12 M36 EX",475871,8
"LABOREX CONGO",,"AMITRON 500MG CAPEM BL50X10 M36 EX",475875,9
"LABOREX CONGO",,"APROVEL 150MG TABCO BL2X14 RM M36 XE",196680,10
"LABOREX CONGO",,"APROVEL 300MG TABCO BL2X14 RM M36 XE",196681,11
"LABOREX CONGO",,"ASPEGIC 100MG POWD SC20 SAF M24 XD",281498,12
"LABOREX CONGO",,"ASPEGIC 1G POWD SC20 SAF M30 XD",298801,13
"LABOREX CONGO",,"ASPEGIC 250MG POWD SC20 SAF M24 XD",281499,14
"LABOREX CONGO",,"ASPEGIC 500MG POWD SC20 SAF M30 XD",281500,15
"LABOREX CONGO",,"ATURGYL 7.5MG/15ML NASSP IN1 M24 XE",354883,16
"LABOREX CONGO",,"BIOFERON 305MG+ CAPEM BL3X10 M30 EX",475991,17
"LABOREX CONGO",,"BIPROFENID 100MG TAB BL2X10 S4 M24 XD",636858,18
"LABOREX CONGO",,"CLOMID 50MG TAB BL10 NDSI M36 XE",551042,19
"LABOREX CONGO",,"CLOMID 50MG TAB BL5 NDSI M36 XE",551043,20
"LABOREX CONGO",,"COAPRO 150-12.5MG TABCO BL2X14 RM M36 XD",247831,21
"LABOREX CONGO",,"COAPRO 300-12.5MG TABCO BL2X14 RM M36 XD",247832,22
"LABOREX CONGO",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074,23
"LABOREX CONGO",,"CORDARONE 200MG TAB BL2X15 M24 XD",554523,24
"LABOREX CONGO",,"CORTANCYL 20MG TAB BL2X10 SWI M36 XE",323487,25
"LABOREX CONGO",,"CORTANCYL 5MG TAB BL30 SWI M36 XE",298682,26
"LABOREX CONGO",,"CORVASAL 2MG TAB BL2X15 S3 M36 XD",320343,27
"LABOREX CONGO",,"CORVASAL 4MG TAB BL2X15 S3 M24 XD",320344,28
"LABOREX CONGO",,"DAONIL 5MG TAB BL10X10 SWI M24 XE",305481,29
"LABOREX CONGO",,"DAONIL 5MG TAB BL20 SWI M24 XE",305479,30
"LABOREX CONGO",,"DEPAK CHRO500 333-145MG TABCR TB30 XD",630791,31
"LABOREX CONGO",,"DEPAKINE 200MG TABEC TB40 ICRA M36 X1",624625,32
"LABOREX CONGO",,"DEPAKINE 500MG TABEC TB40 M36 XD",630763,33
"LABOREX CONGO",,"DEPAKINE 8.65G/+ SYR BT1 ICRA M36 XD",625765,34
"LABOREX CONGO",,"DEPAKINE 8G/40ML SOL BT1 ICRA M36 XD",625767,35
"LABOREX CONGO",,"DITROPAN 5MG TAB BL2X30 M36 XD",240939,36
"LABOREX CONGO",,"DOGMATIL 50MG CAP BL30 M36 XE",611732,37
"LABOREX CONGO",,"DOLIPRANE 100MG POWD SC12 NDSI XD",627331,38
"LABOREX CONGO",,"DOLIPRANE 100MG SUP BL2X5 NDSI M36 XD",627329,39
"LABOREX CONGO",,"DOLIPRANE 150MG POWD SC12 NDSI XD",627332,40
"LABOREX CONGO",,"DOLIPRANE 150MG SUP BL2X5 NDSI M36 XD",627328,41
"LABOREX CONGO",,"DOLIPRANE 1G TABEF TB8 NDSI M36 XD",624480,42
"LABOREX CONGO",,"DOLIPRANE 200MG POWD SC12 NDSI XD",627314,43
"LABOREX CONGO",,"DOLIPRANE 200MG SUP BL2X5 NDSI M36 XD",627327,44
"LABOREX CONGO",,"DOLIPRANE 300MG POWD SC12 NDSI XD",626997,45
"LABOREX CONGO",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326,46
"LABOREX CONGO",,"DOLIPRANE VIT C 500-150MG TABEF TB16 XD",626630,47
"LABOREX CONGO",,"DOLIPRANE VIT C 500-150MG TABEF TB16 FR",292037,48
"LABOREX CONGO",,"DOLIPRANE 500MG POWD SC12 NDSI M24 XD",627330,49
"LABOREX CONGO",,"DOLIPRANE 500MG TABEF TB2X8 NDSI M36 XD",624479,50
"LABOREX CONGO",,"DOLIPREX 500MG+ POWD SC8 NDSI XD",626998,51
"LABOREX CONGO",,"DOLIRHUME 500-30MG TAB BL2X8 NDSI M36 XD",627160,52
"LABOREX CONGO",,"ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD",528888,53
"LABOREX CONGO",,"ERCEFURYL 200MG CAP BL2X14 SAF M60 XE",592593,54
"LABOREX CONGO",,"ERCEFURYL 3.6G/90ML SOL BT1 S2 EX",671538,55
"LABOREX CONGO",,"EXACYL 500MG TAB BL20 S3 XE",541078,56
"LABOREX CONGO",,"EXACYL 1G/10ML SOL AM5 S3 M60 XE",224938,57
"LABOREX CONGO",,"FLAGENTYL 500MG TABCO BL4 S4 M49 XD",664051,58
"LABOREX CONGO",,"FLAGYL 500MG/+ INJ BG25 H FR",67933,59
"LABOREX CONGO",,"FLAGYL 125MG/5ML SUSP BT1 XD",678014,60
"LABOREX CONGO",,"FLAGYL 500MG PESSA BL2X5 S4 M36 XD",642941,61
"LABOREX CONGO",,"FLEMING 1G-125MG TABCO BL2X8 M24 EX",476956,62
"LABOREX CONGO",,"FLEMING 1G-200MG INJPO VL5 M24 EX",476963,63
"LABOREX CONGO",,"FLEMING 3G/+ POWD BT1 M24 EX",476955,64
"LABOREX CONGO",,"FLEMING 500-62.5MG TABCO BL2X8 M24 EX",476957,65
"LABOREX CONGO",,"FLEMING 6G/+ POWD BT1 M24 EX",476954,66
"LABOREX CONGO",,"GARDENAL 10MG TAB BL4X20 S3 M60 XE",665371,67
"LABOREX CONGO",,"HEMI-DAONIL 2.5MG TAB BL3X20 SWI M24 XE",285368,68
"LABOREX CONGO",,"IBEX 200MG+ CAPEM BL2X12 M36 EX",476933,69
"LABOREX CONGO",,"LARGACTIL 100MG TABCO BL3X10 M36 XD",625681,70
"LABOREX CONGO",,"LASILIX 20MG/2ML INJ AM1 XE",518938,71
"LABOREX CONGO",,"LASILIX 40MG TAB BL3X10 SWI M36 XE",311168,72
"LABOREX CONGO",,"LASILIX FAIBLE 20MG TAB BL2X15 SWI XE",311166,73
"LABOREX CONGO",,"LASILIX RETARD 60MG CAP TB30 M24 XE",293665,74
"LABOREX CONGO",,"MAALOX 8.75G/+ SUSP BT1 S3 M36 XE",239907,75
"LABOREX CONGO",,"MAALOX 460MG/+ SUSP SC20 S3 M36 XE",292174,76
"LABOREX CONGO",,"MAALOX 400-400MG TABCW BL4X10 S3 M60 XE",436433,77
"LABOREX CONGO",,"MAGNE B6 470-5MG TABSC BL5X10 S3 M24 XE",214082,78
"LABOREX CONGO",,"MAXILASE 25KIU/+ SYR BT1 SAF M18 XM",346666,79
"LABOREX CONGO",,"MAXILASE 3KIU TABSC BL2X12 S3 M24 XD",245296,80
"LABOREX CONGO",,"MITOSYL 40G/150G+ CREAM TB1 S3 M36 XE",592685,81
"LABOREX CONGO",,"MITOSYL 20-27G/65G CREAM TB1 S3 M36 XE",592684,82
"LABOREX CONGO",,"NORZOL 400-600MG TABCO BL10 M36 EX",476712,83
"LABOREX CONGO",,"NO-SPA 40MG/2ML INJ AM25 XD",289137,84
"LABOREX CONGO",,"NO-SPA 40MG/2ML INJ AM5 XD",289138,85
"LABOREX CONGO",,"NO-SPA 40MG TAB BL10X10 S3 M36 XD",287552,86
"LABOREX CONGO",,"NO-SPA 40MG TAB BL2X10 S3 M36 XD",287550,87
"LABOREX CONGO",,"NO-SPA 80MG TAB BL2X10 S3 M36 XD",287553,88
"LABOREX CONGO",,"NOVALGIN 2.5G/5ML INJ AM5 S3 M60 XE",592705,89
"LABOREX CONGO",,"NOVALGIN 500MG TABCO BL2X10 M36 XD",609071,90
"LABOREX CONGO",,"NOVALGIN 50MG/100ML SYR BT1 EX",671597,91
"LABOREX CONGO",,"NOZINAN HCL 100MG TABCO BL2X10 S3 M60 XD",264980,92
"LABOREX CONGO",,"NOZINAN 25MG TABCO BL2X10 S3 M61 XD",311122,93
"LABOREX CONGO",,"OFLOCET 200MG TABCO BL10 S4 M36 XD",632425,94
"LABOREX CONGO",,"ORELOX 100MG TABCO BL10 SWI M36 XD",298689,95
"LABOREX CONGO",,"ORELOX 200MG TABCO BL2X5 M36 XD",374872,96
"LABOREX CONGO",,"ORELOX 40MG/5ML GRAN BT1 SWI M24 XD",298691,97
"LABOREX CONGO",,"ORELOX 400MG/50ML GRAN BT1 SWI M24 XE",298693,98
"LABOREX CONGO",,"OROKEN 100MG/5ML POWD BT1 S4 M24 XD",628390,99
"LABOREX CONGO",,"OROKEN 200MG TABCO BL8 S4 M24 XD",628389,100
"LABOREX CONGO",,"OROKEN 40MG/5ML POWD BT1 S4 M24 XD",628391,101
"LABOREX CONGO",,"PROFENID 100MG SUP BL2X6 S4 M24 XD",639164,102
"LABOREX CONGO",,"PROFENID 100MG/2ML INJ AM2 S4 M36 XE",540717,103
"LABOREX CONGO",,"PROFENID 100MG INJPO VL50 H FR",172136,104
"LABOREX CONGO",,"PROFENID 100MG TABCO BL3X10 XD",671609,105
"LABOREX CONGO",,"PROFENID 50MG CAP BL2X12 S4 M36 XD",639608,106
"LABOREX CONGO",,"PROFENID LP 200MG TABEC BL14 S3 M24 XD",624622,107
"LABOREX CONGO",,"PYOSTACINE 500MG TABCO BL2X8 NF M48 XD",571696,108
"LABOREX CONGO",,"QUINIMAX 125MG TABCO BT18 M36 XE",187750,109
"LABOREX CONGO",,"QUINIMAX 500MG TABCO BT9 M36 XE",187747,110
"LABOREX CONGO",,"RHINATHIOL 2.5G/125ML SYR BT1 SAF M36 XM",479387,111
"LABOREX CONGO",,"RHINATHIOL 6.25G/+ SYR BT1 S3 M36 XE",479530,112
"LABOREX CONGO",,"RHINATHIOL 15G/300ML SYR BT1 S3 M37 XM",323470,113
"LABOREX CONGO",,"RHINATHIOL PMZ 2.5G/+ SYR BT1 SAF M24 XD",323473,114
"LABOREX CONGO",,"RISORDAN 20MG TABCO BL3X20 M36 FR",355560,115
"LABOREX CONGO",,"RODOGYL 750KIU+ TABCO BL2X10 S3 M36 XD",408003,116
"LABOREX CONGO",,"ROVAMYCINE 1.5MIU TABCO BL2X8 M36 XD",624775,117
"LABOREX CONGO",,"ROVAMYCINE 3MIU TABCO BL10 M24 XD",624774,118
"LABOREX CONGO",,"RULID 150MG TABCO BL10 SWI M36 XD",298698,119
"LABOREX CONGO",,"STILNOX 10MG TABCO BL20 S4 M48 XD",636827,120
"LABOREX CONGO",,"SURGAM 200MG TAB BL2X10 SWI M36 XE",298711,121
"LABOREX CONGO",,"TAVANIC 500MG/+ INFLS VL1 M36 H FR",39171,122
"LABOREX CONGO",,"TAVANIC 500MG TABCO BL5 SWI M60 XE",310637,123
"LABOREX CONGO",,"TAXOTERE 20MG/1ML INJ VL1 M24 XE",413689,124
"LABOREX CONGO",,"TAXOTERE 80MG/4ML INJ VL1 M24 XD",414074,125
"LABOREX CONGO",,"THIOBACTIN 3G/60ML SUSP BT1 EX",671637,126
"LABOREX CONGO",,"THIOBACTIN 500MG TAB BL24 EX",671639,127
"LABOREX CONGO",,"TOPLEXIL 33MG/+ SYR BT1 S3 M37 XE",269069,128
"LABOREX CONGO",,"TRANXENE 10MG CAP BL3X10 M36 XE",489540,129
"LABOREX CONGO",,"TRANXENE 5MG CAP BL3X10 M36 XE",489541,130
"LABOREX CONGO",,"TRIATEC 10MG TAB BL2X15 S4 M36 XD",666655,131
"LABOREX CONGO",,"TRIATEC 1.25MG TAB BL2X15 XD",679231,132
"LABOREX CONGO",,"TRIATEC 2.5MG TAB BL2X15 S4 M36 XD",666654,133
"LABOREX CONGO",,"ULCAR 1G/5ML SUSP SC30 S4 M48 XD",646799,134
"LABOREX CONGO",,"TRITAZIDE 10-12.5MG TAB BL2X14 S4 M36 XD",627667,135
"LABOREX CONGO",,"TRITAZIDE 10-25MG TAB BL2X14 S4 M36 XD",627060,136
"LABOREX CONGO",,"TRITAZIDE 5-12.5MG TAB BL2X14 S4 M36 XD",627061,137
"LABOREX CONGO",,"TRITAZIDE 5-25MG TAB BL2X14 S4 M36 XD",627062,138
"LABOREX CONGO",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279,139
"LABOREX CONGO",,"XATRAL 5MG TABCR BL4X14 S4 M36 XD",612011,140
"LABOREX CONGO",,"XATRAL 10MG TABCR BL30 S4 M36 XD",633072,141
"LABOREX CONGO",,"ZEBEN 400MG TAB BL1 M48 EX",476947,142
"LABOREX CONGO",,"LOVENOX 2KIU/0.2ML INJ PS2 SWI M24 XE",306216,143
"LABOREX CONGO",,"LOVENOX 4KIU/0.4ML INJ PS2 SWI M24 XE",306217,144
"LABOREX CONGO",,"LOVENOX 6KIU/0.6ML INJ PS2 SWI M24 XE",306218,145
"LABOREX CONGO",,"LOVENOX 8KIU/0.8ML INJ PS2 SWI M24 XE",306219,146
"LABOREX CONGO",,"RHINATHIOL 10G/200ML SOL BT1 M24 XM",477825,147
"LABOREX CONGO",,"RODOGYL 750KIU+ TABCO BL2X10 S4 M36 XD",624773,148
"LABOREX CONGO",,"TRIATEC 5MG TAB BL2X15 S4 M36 XD",666653,149
"LABOREX CONGO",,"NOVALGIN 2.5G/5ML INJ AM5 S4 M36 XD",635403,150
"LABOREX CONGO",,"OFLOCET 1.5MG/+ SOL UNIX20 S4 M36 XD",662889,151
"LABOREX CONGO",,"DOLIPRANETABS 1G TAB BL2X4 EX",663982,152
"LABOREX CONGO",,"DOLIPRANETABS 500MG TAB BL2X8 X EX",663983,153
"LABOREX CONGO",,"FLAGYL 250MG TAB BL2X10 X EX",663984,154
"LABOREX CONGO",,"FLAGYL 500MG TAB BL14 X EX",663985,155
"LABOREX CONGO",,"GARDENAL 100MG TAB BL2X10 X EX",663986,156
"LABOREX CONGO",,"DOLIPRANE 1.44G/60ML SYR BT1 M24 X EX",663981,157
"LABOREX CONGO",,"QUINIMAX 500MG/4ML INJ AM25 X EX",663996,158
"LABOREX CONGO",,"QUINIMAX 250MG/2ML INJ AM25 X EX",663995,159
"LABOREX CONGO",,"QUINIMAX 500MG/4ML INJ AM3 X EX",663998,160
"LABOREX CONGO",,"PROFENID 150MG/+ SYR BT1 X EX",663992,161
"LABOREX CONGO",,"XATRAL 2.5MG TABCO BL2X15 S4 M24 XD",639628,162
"LABOREX CONGO",,"FLAGYL 500MG TABCO BL2X7 M36 XD",671212,163
"LABOREX CONGO",,"ALLSTAR MEDSUP MEDSU PEN1 MAU XE",516219,164
"LABOREX CONGO",,"APROVASC 150-10MG TAB BL4X7 M36 XD",539185,165
"LABOREX CONGO",,"APROVASC 150-5MG TAB BL4X7 M36 XD",539183,166
"LABOREX CONGO",,"APROVASC 300-10MG TAB BL4X7 M36 XD",539181,167
"LABOREX CONGO",,"APROVASC 300-5MG TAB BL4X7 M36 XD",539182,168
"LABOREX CONGO",,"INSUMAN BAS 1KIU/10ML INJSU VL1 S3 XE",405018,169
"LABOREX CONGO",,"INSUMAN C30 1KIU/10ML INJSU VL1 S3 XE",405039,170
"LABOREX CONGO",,"INSUMAN RAP 1KIU/10ML INJ VL1 S3 M24 XE",405069,171
"LABOREX CONGO",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024,172
"LABOREX CONGO",,"PLAVIX 75MG TABCO BL2X14 M36 XE",222428,173
"LABOREX CONGO",,"TAVANIC 500MG/+ INFLS VL1 ICRA M36 XD",694156,174
"LABOREX CONGO",,"XATRAL 10MG TABCR BL30 M36 XD",545747,175
"LABOREX CONGO",,"GARDENAL 50MG TAB BL3X10 X EX",663987,176
"LABOREX CONGO",,"CORDARONE 200MG TAB BL2X15 M36 XD",554510,177
"LABOREX CONGO",,"GARDENAL 40MG SUBLY VLSX1 S4 M36 XD",646872,178
"LABOREX CONGO",,"GARDENAL 40MG SUBLY VLSX1 SWI M36 XD",297260,179
"LABOREX CONGO",,"LACTACYD 120ML LIQSO BT1 XD",671563,180
"LABOREX CONGO",,"LACTACYD 200ML LIQSO BT1 XD",671568,181
"LABOREX CONGO",,"OMIZEC 20MG CAP BL4X7 H EX",698117,182
"LABOREX CONGO",,"BIOFERON 200ML SYR BT1 M30 H EX",679090,183
"LABOREX CONGO",,"IBEX 200MG+ CAP BL2X12 H EX",698115,184
"LABOREX CONGO",,"LANTUS 300IU/3ML INJ SOLO5 M36 XD",684820,185
"LABOREX CONGO",,"MAGNE B6 186MG/+ SOL AM10 S3 M36 XM",224948,186
"LABOREX CONGO",,"PARAFLAM 400-325MG TABCO BL10 M36 EX",476714,187
"LABOREX CONGO",,"DOLIPRANE 1G TAB BL2X4 NDSI M36 XD",626499,188
"LABOREX CONGO",,"LANTUS 300IU/3ML INJ CRT5 S3 M36 XE",241634,189
"LABOREX CONGO",,"STILNOX 10MG TABCO BL14 S4 M48 XD",636825,190
"LABOREX CONGO",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737,191
"LABOREX CONGO",,"DOLIPRANE 2.16G/90ML SYR BT1 X EX",663988,192
"LABOREX CONGO",,"AMEDIN 10MG TAB BL2X14 M36 MG",475652,193
"LABOREX CONGO",,"AMEDIN 5MG TAB BL2X14 M36 UG",475862,194
"LABOREX CONGO",,"AXACEF 250MG TABCO BL10 M36 MG",475987,195
"LABOREX CONGO",,"AXACEF 500MG TABCO BL10 M36 MG",475988,196
"LABOREX CONGO",,"DYMOL 50-500MG TABEC BL10 M36 MG",476664,197
"LABOREX CONGO",,"ZOXON 1G INJPO VL100 M36 MG",476624,198
"LABOREX CONGO",,"TOPLEXIL 33MG/100ML SYR BT1 X EX",663994,199
"LABOREX CONGO",,"COAPRO 300-25MG TABCO BL2X14 M24 XE",264433,200
"LABOREX CONGO",,"ELOXATINE 100MG/20ML INJ VL1 H FR",407073,201
"LABOREX CONGO",,"METHOTREXATE 2.5MG TABCO BT20 M36 FR",355496,202
"LABOREX CONGO",,"ARTANE 5MG TAB BL20 FR",665401,203
"LABOREX CONGO",,"DOLIPRANE 1G TAB BL2X4 M24 XD",650739,204
"LABOREX CONGO",,"TRITACE 2.5MG TAB BL2X14 S4 M36 XE",627595,205
"LABOREX CONGO",,"TRITACE 5MG TAB BL2X14 S4 M36 XE",627597,206
"LABOREX CONGO",,"AMARYL 1MG TAB BL2X15 S3 M36 XE",261604,207
"LABOREX CONGO",,"AMARYL 2MG TAB BL2X15 S3 M36 XE",261605,208
"LABOREX CONGO",,"AMARYL 3MG TAB BL2X15 S4 M36 XE",632896,209
"LABOREX CONGO",,"AMARYL 3MG TAB BL2X15 S3 M36 XE",261608,210
"LABOREX CONGO",,"AMARYL 4MG TAB BL2X15 S3 M36 XE",261610,211
"LABOREX CONGO",,"CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE",306220,212
"LABOREX CONGO",,"CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE",306222,213
"LABOREX CONGO",,"CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE",306225,214
"LABOREX CONGO",,"CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE",306226,215
"LABOREX CONGO",,"EPILIM 200MG TABEC BL10X10 S3 M36 XE",502299,216
"LABOREX CONGO",,"FLEMING 228.5MG/+ SUSP BT1 M24 EX",476009,217
"LABOREX CONGO",,"FLEMING 500-125MG TABCO BL2X7 M24 EX",477015,218
"LABOREX CONGO",,"FLEMING 457MG/5ML SUSP BT1 M24 KE",477034,219
"LABOREX CONGO",,"FLEMING 875-125MG TABCO BL2X7 M24 EX",476043,220
"LABOREX CONGO",,"INSUMAN C30 300IU/3ML INJSU CRT5 M24 XE",415360,221
"LABOREX CONGO",,"LANTUS 300IU/3ML INJ SOLO5 ICRA M36 XE",615902,222
"LABOREX CONGO",,"MAALOX PLUS 8.1G/+ SUSP BT1 S3 M36 XD",250798,223
"LABOREX CONGO",,"TAVANIC 500MG/+ INFLS VL1 S3 M36 XE",251781,224
"LABOREX CONGO",,"TIMOL 50MG/10ML EYDRO BT1 M36 GH",477787,225
"LABOREX CONGO",,"ZOXON 1G INJPO VL1+AM1 M36 KE",477044,226
