distributor,distributor_product_name,sanofi_product_name,sanofi_product_id
"SOGUIMED-UBIPHARM GUINEE",,"BIOFERON 305MG+ CAPEM BL3X10 M30 EX",17
"SOGUIMED-UBIPHARM GUINEE",,"BIPROFENID 100MG TAB BL2X10 S4 M24 XD",18
"SOGUIMED-UBIPHARM GUINEE",,"CLOMID 50MG TAB BL10 NDSI M36 XE",19
"SOGUIMED-UBIPHARM GUINEE",,"CLOMID 50MG TAB BL5 NDSI M36 XE",20
"SOGUIMED-UBIPHARM GUINEE",,"COAPRO 150-12.5MG TABCO BL2X14 RM M36 XD",21
"SOGUIMED-UBIPHARM GUINEE",,"COAPRO 300-12.5MG TABCO BL2X14 RM M36 XD",22
"SOGUIMED-UBIPHARM GUINEE",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",23
"SOGUIMED-UBIPHARM GUINEE",,"CORDARONE 200MG TAB BL2X15 M24 XD",24
"SOGUIMED-UBIPHARM GUINEE",,"CORTANCYL 20MG TAB BL2X10 SWI M36 XE",25
"SOGUIMED-UBIPHARM GUINEE",,"CORTANCYL 5MG TAB BL30 SWI M36 XE",26
"SOGUIMED-UBIPHARM GUINEE",,"CORVASAL 2MG TAB BL2X15 S3 M36 XD",27
"SOGUIMED-UBIPHARM GUINEE",,"CORVASAL 4MG TAB BL2X15 S3 M24 XD",28
"SOGUIMED-UBIPHARM GUINEE",,"DAONIL 5MG TAB BL10X10 SWI M24 XE",29
"SOGUIMED-UBIPHARM GUINEE",,"DAONIL 5MG TAB BL20 SWI M24 XE",30
"SOGUIMED-UBIPHARM GUINEE",,"DEPAK CHRO500 333-145MG TABCR TB30 XD",31
"SOGUIMED-UBIPHARM GUINEE",,"DEPAKINE 200MG TABEC TB40 ICRA M36 X1",32
"SOGUIMED-UBIPHARM GUINEE",,"DEPAKINE 500MG TABEC TB40 M36 XD",33
"SOGUIMED-UBIPHARM GUINEE",,"DEPAKINE 8.65G/+ SYR BT1 ICRA M36 XD",34
"SOGUIMED-UBIPHARM GUINEE",,"DEPAKINE 8G/40ML SOL BT1 ICRA M36 XD",35
"SOGUIMED-UBIPHARM GUINEE",,"DITROPAN 5MG TAB BL2X30 M36 XD",36
"SOGUIMED-UBIPHARM GUINEE",,"DOGMATIL 50MG CAP BL30 M36 XE",37
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 100MG POWD SC12 NDSI XD",38
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 100MG SUP BL2X5 NDSI M36 XD",39
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 150MG POWD SC12 NDSI XD",40
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 150MG SUP BL2X5 NDSI M36 XD",41
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 1G TABEF TB8 NDSI M36 XD",42
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 200MG POWD SC12 NDSI XD",43
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 200MG SUP BL2X5 NDSI M36 XD",44
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 300MG POWD SC12 NDSI XD",45
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",46
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE VIT C 500-150MG TABEF TB16 XD",47
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE VIT C 500-150MG TABEF TB16 FR",48
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 500MG POWD SC12 NDSI M24 XD",49
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 500MG TABEF TB2X8 NDSI M36 XD",50
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPREX 500MG+ POWD SC8 NDSI XD",51
"SOGUIMED-UBIPHARM GUINEE",,"DOLIRHUME 500-30MG TAB BL2X8 NDSI M36 XD",52
"SOGUIMED-UBIPHARM GUINEE",,"ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD",53
"SOGUIMED-UBIPHARM GUINEE",,"ERCEFURYL 200MG CAP BL2X14 SAF M60 XE",54
"SOGUIMED-UBIPHARM GUINEE",,"ERCEFURYL 3.6G/90ML SOL BT1 S2 EX",55
"SOGUIMED-UBIPHARM GUINEE",,"EXACYL 500MG TAB BL20 S3 XE",56
"SOGUIMED-UBIPHARM GUINEE",,"EXACYL 1G/10ML SOL AM5 S3 M60 XE",57
"SOGUIMED-UBIPHARM GUINEE",,"FLAGENTYL 500MG TABCO BL4 S4 M49 XD",58
"SOGUIMED-UBIPHARM GUINEE",,"FLAGYL 500MG/+ INJ BG25 H FR",59
"SOGUIMED-UBIPHARM GUINEE",,"FLAGYL 125MG/5ML SUSP BT1 XD",60
"SOGUIMED-UBIPHARM GUINEE",,"FLAGYL 500MG PESSA BL2X5 S4 M36 XD",61
"SOGUIMED-UBIPHARM GUINEE",,"FLEMING 1G-125MG TABCO BL2X8 M24 EX",62
"SOGUIMED-UBIPHARM GUINEE",,"FLEMING 1G-200MG INJPO VL5 M24 EX",63
"SOGUIMED-UBIPHARM GUINEE",,"FLEMING 3G/+ POWD BT1 M24 EX",64
"SOGUIMED-UBIPHARM GUINEE",,"FLEMING 500-62.5MG TABCO BL2X8 M24 EX",65
"SOGUIMED-UBIPHARM GUINEE",,"FLEMING 6G/+ POWD BT1 M24 EX",66
"SOGUIMED-UBIPHARM GUINEE",,"GARDENAL 10MG TAB BL4X20 S3 M60 XE",67
"SOGUIMED-UBIPHARM GUINEE",,"HEMI-DAONIL 2.5MG TAB BL3X20 SWI M24 XE",68
"SOGUIMED-UBIPHARM GUINEE",,"IBEX 200MG+ CAPEM BL2X12 M36 EX",69
"SOGUIMED-UBIPHARM GUINEE",,"LARGACTIL 100MG TABCO BL3X10 M36 XD",70
"SOGUIMED-UBIPHARM GUINEE",,"LASILIX 20MG/2ML INJ AM1 XE",71
"SOGUIMED-UBIPHARM GUINEE",,"LASILIX 40MG TAB BL3X10 SWI M36 XE",72
"SOGUIMED-UBIPHARM GUINEE",,"LASILIX FAIBLE 20MG TAB BL2X15 SWI XE",73
"SOGUIMED-UBIPHARM GUINEE",,"LASILIX RETARD 60MG CAP TB30 M24 XE",74
"SOGUIMED-UBIPHARM GUINEE",,"MAALOX 8.75G/+ SUSP BT1 S3 M36 XE",75
"SOGUIMED-UBIPHARM GUINEE",,"MAALOX 460MG/+ SUSP SC20 S3 M36 XE",76
"SOGUIMED-UBIPHARM GUINEE",,"MAALOX 400-400MG TABCW BL4X10 S3 M60 XE",77
"SOGUIMED-UBIPHARM GUINEE",,"MAGNE B6 470-5MG TABSC BL5X10 S3 M24 XE",78
"SOGUIMED-UBIPHARM GUINEE",,"MAXILASE 25KIU/+ SYR BT1 SAF M18 XM",79
"SOGUIMED-UBIPHARM GUINEE",,"MAXILASE 3KIU TABSC BL2X12 S3 M24 XD",80
"SOGUIMED-UBIPHARM GUINEE",,"MITOSYL 40G/150G+ CREAM TB1 S3 M36 XE",81
"SOGUIMED-UBIPHARM GUINEE",,"MITOSYL 20-27G/65G CREAM TB1 S3 M36 XE",82
"SOGUIMED-UBIPHARM GUINEE",,"NORZOL 400-600MG TABCO BL10 M36 EX",83
"SOGUIMED-UBIPHARM GUINEE",,"NO-SPA 40MG/2ML INJ AM25 XD",84
"SOGUIMED-UBIPHARM GUINEE",,"NO-SPA 40MG/2ML INJ AM5 XD",85
"SOGUIMED-UBIPHARM GUINEE",,"NO-SPA 40MG TAB BL10X10 S3 M36 XD",86
"SOGUIMED-UBIPHARM GUINEE",,"NO-SPA 40MG TAB BL2X10 S3 M36 XD",87
"SOGUIMED-UBIPHARM GUINEE",,"NO-SPA 80MG TAB BL2X10 S3 M36 XD",88
"SOGUIMED-UBIPHARM GUINEE",,"NOVALGIN 2.5G/5ML INJ AM5 S3 M60 XE",89
"SOGUIMED-UBIPHARM GUINEE",,"NOVALGIN 500MG TABCO BL2X10 M36 XD",90
"SOGUIMED-UBIPHARM GUINEE",,"NOVALGIN 50MG/100ML SYR BT1 EX",91
"SOGUIMED-UBIPHARM GUINEE",,"NOZINAN HCL 100MG TABCO BL2X10 S3 M60 XD",92
"SOGUIMED-UBIPHARM GUINEE",,"NOZINAN 25MG TABCO BL2X10 S3 M61 XD",93
"SOGUIMED-UBIPHARM GUINEE",,"OFLOCET 200MG TABCO BL10 S4 M36 XD",94
"SOGUIMED-UBIPHARM GUINEE",,"ORELOX 100MG TABCO BL10 SWI M36 XD",95
"SOGUIMED-UBIPHARM GUINEE",,"ORELOX 200MG TABCO BL2X5 M36 XD",96
"SOGUIMED-UBIPHARM GUINEE",,"ORELOX 40MG/5ML GRAN BT1 SWI M24 XD",97
"SOGUIMED-UBIPHARM GUINEE",,"ORELOX 400MG/50ML GRAN BT1 SWI M24 XE",98
"SOGUIMED-UBIPHARM GUINEE",,"OROKEN 100MG/5ML POWD BT1 S4 M24 XD",99
"SOGUIMED-UBIPHARM GUINEE",,"OROKEN 200MG TABCO BL8 S4 M24 XD",100
"SOGUIMED-UBIPHARM GUINEE",,"OROKEN 40MG/5ML POWD BT1 S4 M24 XD",101
"SOGUIMED-UBIPHARM GUINEE",,"PROFENID 100MG SUP BL2X6 S4 M24 XD",102
"SOGUIMED-UBIPHARM GUINEE",,"PROFENID 100MG/2ML INJ AM2 S4 M36 XE",103
"SOGUIMED-UBIPHARM GUINEE",,"PROFENID 100MG INJPO VL50 H FR",104
"SOGUIMED-UBIPHARM GUINEE",,"PROFENID 100MG TABCO BL3X10 XD",105
"SOGUIMED-UBIPHARM GUINEE",,"PROFENID 50MG CAP BL2X12 S4 M36 XD",106
"SOGUIMED-UBIPHARM GUINEE",,"PROFENID LP 200MG TABEC BL14 S3 M24 XD",107
"SOGUIMED-UBIPHARM GUINEE",,"PYOSTACINE 500MG TABCO BL2X8 NF M48 XD",108
"SOGUIMED-UBIPHARM GUINEE",,"QUINIMAX 125MG TABCO BT18 M36 XE",109
"SOGUIMED-UBIPHARM GUINEE",,"QUINIMAX 500MG TABCO BT9 M36 XE",110
"SOGUIMED-UBIPHARM GUINEE",,"RHINATHIOL 2.5G/125ML SYR BT1 SAF M36 XM",111
"SOGUIMED-UBIPHARM GUINEE",,"RHINATHIOL 6.25G/+ SYR BT1 S3 M36 XE",112
"SOGUIMED-UBIPHARM GUINEE",,"RHINATHIOL 15G/300ML SYR BT1 S3 M37 XM",113
"SOGUIMED-UBIPHARM GUINEE",,"RHINATHIOL PMZ 2.5G/+ SYR BT1 SAF M24 XD",114
"SOGUIMED-UBIPHARM GUINEE",,"RISORDAN 20MG TABCO BL3X20 M36 FR",115
"SOGUIMED-UBIPHARM GUINEE",,"RODOGYL 750KIU+ TABCO BL2X10 S3 M36 XD",116
"SOGUIMED-UBIPHARM GUINEE",,"ROVAMYCINE 1.5MIU TABCO BL2X8 M36 XD",117
"SOGUIMED-UBIPHARM GUINEE",,"ROVAMYCINE 3MIU TABCO BL10 M24 XD",118
"SOGUIMED-UBIPHARM GUINEE",,"RULID 150MG TABCO BL10 SWI M36 XD",119
"SOGUIMED-UBIPHARM GUINEE",,"STILNOX 10MG TABCO BL20 S4 M48 XD",120
"SOGUIMED-UBIPHARM GUINEE",,"SURGAM 200MG TAB BL2X10 SWI M36 XE",121
"SOGUIMED-UBIPHARM GUINEE",,"TAVANIC 500MG/+ INFLS VL1 M36 H FR",122
"SOGUIMED-UBIPHARM GUINEE",,"TAVANIC 500MG TABCO BL5 SWI M60 XE",123
"SOGUIMED-UBIPHARM GUINEE",,"TAXOTERE 20MG/1ML INJ VL1 M24 XE",124
"SOGUIMED-UBIPHARM GUINEE",,"TAXOTERE 80MG/4ML INJ VL1 M24 XD",125
"SOGUIMED-UBIPHARM GUINEE",,"THIOBACTIN 3G/60ML SUSP BT1 EX",126
"SOGUIMED-UBIPHARM GUINEE",,"THIOBACTIN 500MG TAB BL24 EX",127
"SOGUIMED-UBIPHARM GUINEE",,"TOPLEXIL 33MG/+ SYR BT1 S3 M37 XE",128
"SOGUIMED-UBIPHARM GUINEE",,"TRANXENE 10MG CAP BL3X10 M36 XE",129
"SOGUIMED-UBIPHARM GUINEE",,"TRANXENE 5MG CAP BL3X10 M36 XE",130
"SOGUIMED-UBIPHARM GUINEE",,"TRIATEC 10MG TAB BL2X15 S4 M36 XD",131
"SOGUIMED-UBIPHARM GUINEE",,"TRIATEC 1.25MG TAB BL2X15 XD",132
"SOGUIMED-UBIPHARM GUINEE",,"TRIATEC 2.5MG TAB BL2X15 S4 M36 XD",133
"SOGUIMED-UBIPHARM GUINEE",,"ULCAR 1G/5ML SUSP SC30 S4 M48 XD",134
"SOGUIMED-UBIPHARM GUINEE",,"TRITAZIDE 10-12.5MG TAB BL2X14 S4 M36 XD",135
"SOGUIMED-UBIPHARM GUINEE",,"TRITAZIDE 10-25MG TAB BL2X14 S4 M36 XD",136
"SOGUIMED-UBIPHARM GUINEE",,"TRITAZIDE 5-12.5MG TAB BL2X14 S4 M36 XD",137
"SOGUIMED-UBIPHARM GUINEE",,"TRITAZIDE 5-25MG TAB BL2X14 S4 M36 XD",138
"SOGUIMED-UBIPHARM GUINEE",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",139
"SOGUIMED-UBIPHARM GUINEE",,"XATRAL 5MG TABCR BL4X14 S4 M36 XD",140
"SOGUIMED-UBIPHARM GUINEE",,"XATRAL 10MG TABCR BL30 S4 M36 XD",141
"SOGUIMED-UBIPHARM GUINEE",,"ZEBEN 400MG TAB BL1 M48 EX",142
"SOGUIMED-UBIPHARM GUINEE",,"LOVENOX 2KIU/0.2ML INJ PS2 SWI M24 XE",143
"SOGUIMED-UBIPHARM GUINEE",,"LOVENOX 4KIU/0.4ML INJ PS2 SWI M24 XE",144
"SOGUIMED-UBIPHARM GUINEE",,"LOVENOX 6KIU/0.6ML INJ PS2 SWI M24 XE",145
"SOGUIMED-UBIPHARM GUINEE",,"LOVENOX 8KIU/0.8ML INJ PS2 SWI M24 XE",146
"SOGUIMED-UBIPHARM GUINEE",,"RHINATHIOL 10G/200ML SOL BT1 M24 XM",147
"SOGUIMED-UBIPHARM GUINEE",,"RODOGYL 750KIU+ TABCO BL2X10 S4 M36 XD",148
"SOGUIMED-UBIPHARM GUINEE",,"TRIATEC 5MG TAB BL2X15 S4 M36 XD",149
"SOGUIMED-UBIPHARM GUINEE",,"NOVALGIN 2.5G/5ML INJ AM5 S4 M36 XD",150
"SOGUIMED-UBIPHARM GUINEE",,"OFLOCET 1.5MG/+ SOL UNIX20 S4 M36 XD",151
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANETABS 1G TAB BL2X4 EX",152
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANETABS 500MG TAB BL2X8 X EX",153
"SOGUIMED-UBIPHARM GUINEE",,"FLAGYL 250MG TAB BL2X10 X EX",154
"SOGUIMED-UBIPHARM GUINEE",,"FLAGYL 500MG TAB BL14 X EX",155
"SOGUIMED-UBIPHARM GUINEE",,"GARDENAL 100MG TAB BL2X10 X EX",156
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 1.44G/60ML SYR BT1 M24 X EX",157
"SOGUIMED-UBIPHARM GUINEE",,"QUINIMAX 500MG/4ML INJ AM25 X EX",158
"SOGUIMED-UBIPHARM GUINEE",,"QUINIMAX 250MG/2ML INJ AM25 X EX",159
"SOGUIMED-UBIPHARM GUINEE",,"QUINIMAX 500MG/4ML INJ AM3 X EX",160
"SOGUIMED-UBIPHARM GUINEE",,"PROFENID 150MG/+ SYR BT1 X EX",161
"SOGUIMED-UBIPHARM GUINEE",,"XATRAL 2.5MG TABCO BL2X15 S4 M24 XD",162
"SOGUIMED-UBIPHARM GUINEE",,"FLAGYL 500MG TABCO BL2X7 M36 XD",163
"SOGUIMED-UBIPHARM GUINEE",,"ALLSTAR MEDSUP MEDSU PEN1 MAU XE",164
"SOGUIMED-UBIPHARM GUINEE",,"APROVASC 150-10MG TAB BL4X7 M36 XD",165
"SOGUIMED-UBIPHARM GUINEE",,"APROVASC 150-5MG TAB BL4X7 M36 XD",166
"SOGUIMED-UBIPHARM GUINEE",,"APROVASC 300-10MG TAB BL4X7 M36 XD",167
"SOGUIMED-UBIPHARM GUINEE",,"APROVASC 300-5MG TAB BL4X7 M36 XD",168
"SOGUIMED-UBIPHARM GUINEE",,"INSUMAN BAS 1KIU/10ML INJSU VL1 S3 XE",169
"SOGUIMED-UBIPHARM GUINEE",,"INSUMAN C30 1KIU/10ML INJSU VL1 S3 XE",170
"SOGUIMED-UBIPHARM GUINEE",,"INSUMAN RAP 1KIU/10ML INJ VL1 S3 M24 XE",171
"SOGUIMED-UBIPHARM GUINEE",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",172
"SOGUIMED-UBIPHARM GUINEE",,"PLAVIX 75MG TABCO BL2X14 M36 XE",173
"SOGUIMED-UBIPHARM GUINEE",,"TAVANIC 500MG/+ INFLS VL1 ICRA M36 XD",174
"SOGUIMED-UBIPHARM GUINEE",,"XATRAL 10MG TABCR BL30 M36 XD",175
"SOGUIMED-UBIPHARM GUINEE",,"GARDENAL 50MG TAB BL3X10 X EX",176
"SOGUIMED-UBIPHARM GUINEE",,"CORDARONE 200MG TAB BL2X15 M36 XD",177
"SOGUIMED-UBIPHARM GUINEE",,"GARDENAL 40MG SUBLY VLSX1 S4 M36 XD",178
"SOGUIMED-UBIPHARM GUINEE",,"GARDENAL 40MG SUBLY VLSX1 SWI M36 XD",179
"SOGUIMED-UBIPHARM GUINEE",,"LACTACYD 120ML LIQSO BT1 XD",180
"SOGUIMED-UBIPHARM GUINEE",,"LACTACYD 200ML LIQSO BT1 XD",181
"SOGUIMED-UBIPHARM GUINEE",,"OMIZEC 20MG CAP BL4X7 H EX",182
"SOGUIMED-UBIPHARM GUINEE",,"BIOFERON 200ML SYR BT1 M30 H EX",183
"SOGUIMED-UBIPHARM GUINEE",,"IBEX 200MG+ CAP BL2X12 H EX",184
"SOGUIMED-UBIPHARM GUINEE",,"LANTUS 300IU/3ML INJ SOLO5 M36 XD",185
"SOGUIMED-UBIPHARM GUINEE",,"MAGNE B6 186MG/+ SOL AM10 S3 M36 XM",186
"SOGUIMED-UBIPHARM GUINEE",,"PARAFLAM 400-325MG TABCO BL10 M36 EX",187
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 1G TAB BL2X4 NDSI M36 XD",188
"SOGUIMED-UBIPHARM GUINEE",,"LANTUS 300IU/3ML INJ CRT5 S3 M36 XE",189
"SOGUIMED-UBIPHARM GUINEE",,"STILNOX 10MG TABCO BL14 S4 M48 XD",190
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",191
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 2.16G/90ML SYR BT1 X EX",192
"SOGUIMED-UBIPHARM GUINEE",,"AMEDIN 10MG TAB BL2X14 M36 MG",193
"SOGUIMED-UBIPHARM GUINEE",,"AMEDIN 5MG TAB BL2X14 M36 UG",194
"SOGUIMED-UBIPHARM GUINEE",,"AXACEF 250MG TABCO BL10 M36 MG",195
"SOGUIMED-UBIPHARM GUINEE",,"AXACEF 500MG TABCO BL10 M36 MG",196
"SOGUIMED-UBIPHARM GUINEE",,"DYMOL 50-500MG TABEC BL10 M36 MG",197
"SOGUIMED-UBIPHARM GUINEE",,"ZOXON 1G INJPO VL100 M36 MG",198
"SOGUIMED-UBIPHARM GUINEE",,"TOPLEXIL 33MG/100ML SYR BT1 X EX",199
"SOGUIMED-UBIPHARM GUINEE",,"COAPRO 300-25MG TABCO BL2X14 M24 XE",200
"SOGUIMED-UBIPHARM GUINEE",,"ELOXATINE 100MG/20ML INJ VL1 H FR",201
"SOGUIMED-UBIPHARM GUINEE",,"METHOTREXATE 2.5MG TABCO BT20 M36 FR",202
"SOGUIMED-UBIPHARM GUINEE",,"ARTANE 5MG TAB BL20 FR",203
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 1G TAB BL2X4 M24 XD",204
"SOGUIMED-UBIPHARM GUINEE",,"TRITACE 2.5MG TAB BL2X14 S4 M36 XE",205
"SOGUIMED-UBIPHARM GUINEE",,"TRITACE 5MG TAB BL2X14 S4 M36 XE",206
"SOGUIMED-UBIPHARM GUINEE",,"AMARYL 1MG TAB BL2X15 S3 M36 XE",207
"SOGUIMED-UBIPHARM GUINEE",,"AMARYL 2MG TAB BL2X15 S3 M36 XE",208
"SOGUIMED-UBIPHARM GUINEE",,"AMARYL 3MG TAB BL2X15 S4 M36 XE",209
"SOGUIMED-UBIPHARM GUINEE",,"AMARYL 3MG TAB BL2X15 S3 M36 XE",210
"SOGUIMED-UBIPHARM GUINEE",,"AMARYL 4MG TAB BL2X15 S3 M36 XE",211
"SOGUIMED-UBIPHARM GUINEE",,"CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE",212
"SOGUIMED-UBIPHARM GUINEE",,"CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE",213
"SOGUIMED-UBIPHARM GUINEE",,"CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE",214
"SOGUIMED-UBIPHARM GUINEE",,"CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE",215
"SOGUIMED-UBIPHARM GUINEE",,"EPILIM 200MG TABEC BL10X10 S3 M36 XE",216
"SOGUIMED-UBIPHARM GUINEE",,"FLEMING 228.5MG/+ SUSP BT1 M24 EX",217
"SOGUIMED-UBIPHARM GUINEE",,"FLEMING 500-125MG TABCO BL2X7 M24 EX",218
"SOGUIMED-UBIPHARM GUINEE",,"FLEMING 457MG/5ML SUSP BT1 M24 KE",219
"SOGUIMED-UBIPHARM GUINEE",,"FLEMING 875-125MG TABCO BL2X7 M24 EX",220
"SOGUIMED-UBIPHARM GUINEE",,"INSUMAN C30 300IU/3ML INJSU CRT5 M24 XE",221
"SOGUIMED-UBIPHARM GUINEE",,"LANTUS 300IU/3ML INJ SOLO5 ICRA M36 XE",222
"SOGUIMED-UBIPHARM GUINEE",,"MAALOX PLUS 8.1G/+ SUSP BT1 S3 M36 XD",223
"SOGUIMED-UBIPHARM GUINEE",,"TAVANIC 500MG/+ INFLS VL1 S3 M36 XE",224
"SOGUIMED-UBIPHARM GUINEE",,"TIMOL 50MG/10ML EYDRO BT1 M36 GH",225
"SOGUIMED-UBIPHARM GUINEE",,"ZOXON 1G INJPO VL1+AM1 M36 KE",226
"SOGUIMED-UBIPHARM GUINEE",,"EPILIM CHRO 199.8-87MG TABCR BL10X10 XE",227
"SOGUIMED-UBIPHARM GUINEE",,"EPILIM CHRO 333-145MG TABCR BL10X10 XE",228
"SOGUIMED-UBIPHARM GUINEE",,"EPILIM 12G/300ML SYR BT1 S4 M36 XE",229
"SOGUIMED-UBIPHARM GUINEE",,"FLAGYL 500MG/+ LIQ BT1 ZA",230
"SOGUIMED-UBIPHARM GUINEE",,"FLAGYL 200MG/5ML SUSP BT1 M24 ZA",231
"SOGUIMED-UBIPHARM GUINEE",,"BOX HISTIACIL NF 150ML JBE ADU",232
"SOGUIMED-UBIPHARM GUINEE",,"CORDARONE 150MG/3ML INJ AM6 S3 M24 XD",233
"SOGUIMED-UBIPHARM GUINEE",,"BRONCHICUM 6.64G/+ ELIX BT1 S3 M36 XE",234
"SOGUIMED-UBIPHARM GUINEE",,"ELOXATIN 50MG/10ML INJ VL1 M24 XE",235
"SOGUIMED-UBIPHARM GUINEE",,"ELOXATIN 100MG/20ML INJ VL1 S3 M24 XE",236
"SOGUIMED-UBIPHARM GUINEE",,"LASIX 20MG/2ML INJ AM5 XE",237
"SOGUIMED-UBIPHARM GUINEE",,"LASIX 40MG TAB BL2X10 M36 XE",238
"SOGUIMED-UBIPHARM GUINEE",,"MAALOX PLUS 200MG+ TABCW BL4X10 S3 XD",239
"SOGUIMED-UBIPHARM GUINEE",,"MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XE",240
"SOGUIMED-UBIPHARM GUINEE",,"RESONIUM A 453.7G/+ POWD BT1 M60 XE",241
"SOGUIMED-UBIPHARM GUINEE",,"RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE",242
"SOGUIMED-UBIPHARM GUINEE",,"EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE",243
"SOGUIMED-UBIPHARM GUINEE",,"MAALOX 84G/+ SUSP BT1 XE",244
"SOGUIMED-UBIPHARM GUINEE",,"AMARYL 1MG TAB BL3X10 M36 ZA",245
"SOGUIMED-UBIPHARM GUINEE",,"AMARYL 2MG TAB BL3X10 M36 ZA",246
"SOGUIMED-UBIPHARM GUINEE",,"AMARYL 4MG TAB BL3X10 M36 ZA",247
"SOGUIMED-UBIPHARM GUINEE",,"FLAGYL 400MG TAB BT100 M24 ZA",248
"SOGUIMED-UBIPHARM GUINEE",,"LANTUS 1KIU/10ML INJ VL1 ICRA M36 XE",249
"SOGUIMED-UBIPHARM GUINEE",,"TARGOCID 200MG/3ML INJPO VLSX1 S3 M36 XE",250
"SOGUIMED-UBIPHARM GUINEE",,"TARGOCID 400MG/3ML INJPO VLSX1 S3 M36 XE",251
"SOGUIMED-UBIPHARM GUINEE",,"BUSCOPAN 10MG TABSC BL5X10 M36 NG",252
"SOGUIMED-UBIPHARM GUINEE",,"GERIATRIC PHARMATON 40MG+ CAPSG BT30 NG",253
"SOGUIMED-UBIPHARM GUINEE",,"PHARMATON KIDDI 4G/+ SYR BT1 NEAN M24 EX",254
"SOGUIMED-UBIPHARM GUINEE",,"PHARMATON KIDDI 2G/+ SYR BT1 NEAN M24 EX",255
"SOGUIMED-UBIPHARM GUINEE",,"BUSCOPAN 20MG/1ML INJ AM5 M36 ZA",256
"SOGUIMED-UBIPHARM GUINEE",,"BISOLVON LINCTUS DA 160MG/+ SYR BT1 ZA",257
"SOGUIMED-UBIPHARM GUINEE",,"BUSCOPAN PLUS 10-500MG TABCO BL50X1 EX",258
"SOGUIMED-UBIPHARM GUINEE",,"DULCOLAX 5MG TABSC BL3X10 M36 XD",259
"SOGUIMED-UBIPHARM GUINEE",,"MUCOSOLVAN 300MG/+ SYR BT1 M36 EX",260
"SOGUIMED-UBIPHARM GUINEE",,"APIDRA 300IU/3ML INJ SOLO5 M24 XN",261
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 1G SUP BL2X4 FR",262
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 1G POWD SC8 NF FR",263
"SOGUIMED-UBIPHARM GUINEE",,"DOLIPRANE 500MG TAB BL2X8 XD",264
"SOGUIMED-UBIPHARM GUINEE",,"IMOVANE 7.5MG TABCO BL20 SWI M36 XE",265
"SOGUIMED-UBIPHARM GUINEE",,"LIPANOR 100MG CAP BL3X10 S4 M36 XD",266
"SOGUIMED-UBIPHARM GUINEE",,"MAALOX PLUS 15.975G/+ SUSP BT1 S3 M36 XD",267
"SOGUIMED-UBIPHARM GUINEE",,"PROFEMIGR 150MG TAB BL10 M60 FR",268
"SOGUIMED-UBIPHARM GUINEE",,"PROFENID 1.5G/60G GEL TB1 S4 M36 XE",269
"SOGUIMED-UBIPHARM GUINEE",,"SURMONTIL 25MG TAB BL5X10 M36 XD",270
"SOGUIMED-UBIPHARM GUINEE",,"TELFAST 180MG TABCO BL15 S4 M36 XE",271
"SOGUIMED-UBIPHARM GUINEE",,"TILDIEM 60MG TAB BL2X15 S3 M36 XD",272
"SOGUIMED-UBIPHARM GUINEE",,"ARTANE 2MG TAB BL2X25 FR",273
"SOGUIMED-UBIPHARM GUINEE",,"MUCOSOLVAN 30MG/5ML SYR BT1 M36 XE",274
"AFRICA LAB",,"AMAREL 1MG TAB BL2X15 M36 XE",1
