mercafa_gmid;movement_code;quantity;Disount;Customer;Country;Distributor
8113704;SN;5;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8113845;SN;30;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8113837;SN;100;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841989;SN;400;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5490578;SN;14;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9412809;SN;20;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9412908;SN;30;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2733285;SN;50;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9138230;SN;25;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9138222;SN;100;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5593108;SN;20;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8193417;SN;100;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8193516;SN;1;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8768812;SN;3;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5842497;SN;100;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5842398;SN;150;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9412809;SN;70;;VELVET MED-HEALTHCARE SOLUTIONS, LDA.;CV;MERCAFAR
9412908;SN;800;;VELVET MED-HEALTHCARE SOLUTIONS, LDA.;CV;MERCAFAR
9679712;SN;100;;CASSAM COM.GERAL-INES C.F.CASSAM (C.FARMACEUTICA);AO;MERCAFAR
9412908;SN;300;;CASSAM COM.GERAL-INES C.F.CASSAM (C.FARMACEUTICA);AO;MERCAFAR
8782516;SG;;50,6;EMPROFAC, SARL;CV;MERCAFAR
8782516;SG;;30,36;EMPROFAC, SARL;CV;MERCAFAR
8782516;SG;;32,89;EMPROFAC, SARL;CV;MERCAFAR
2841989;SN;400;;QUALIUM FARMA - IND. FARMAC., UNIP., LDA.;AO;MERCAFAR
8250704;SN;10;;EMPROFAC, SARL;CV;MERCAFAR
2806289;SN;11;;EMPROFAC, SARL;CV;MERCAFAR
2806289;SN;15;;EMPROFAC, SARL;CV;MERCAFAR
2806289;SN;35;;EMPROFAC, SARL;CV;MERCAFAR
9412908;SN;816;;STOCKPHARMA, LDA.;AO;MERCAFAR
8270173;SN;384;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
8270173;SN;1920;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9662502;SN;50;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5064431;SN;71;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5251780;SN;320;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064431;SN;134;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5251780;SN;235;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064431;SN;190;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5251780;SN;77;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2553188;SG;;84,15;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2733285;SG;;1326;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5169602;SN;44;;STOCKPHARMA, LDA.;AO;MERCAFAR
5251780;SN;175;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2850881;SN;134;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354105;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354055;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2850386;SN;150;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;750;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3885985;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2842185;SN;140;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2308682;SN;118;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2308781;SN;584;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841989;SN;17;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5251780;SN;213;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;700;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5251780;SN;300;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354105;SN;190;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354055;SN;154;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;500;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3885985;SN;200;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3271780;SN;40;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
4600284;SN;50;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5064571;SG;;6668,36;EMPROFAC, SARL;CV;MERCAFAR
5064571;SG;;2021,79;EMPROFAC, SARL;CV;MERCAFAR
5064571;SG;;1418,8;EMPROFAC, SARL;CV;MERCAFAR
5064571;SG;;14188;EMPROFAC, SARL;CV;MERCAFAR
9434126;SG;;222;EMPROFAC, SARL;CV;MERCAFAR
9434126;SG;;421,8;EMPROFAC, SARL;CV;MERCAFAR
5354063;SG;;613,83;EMPROFAC, SARL;CV;MERCAFAR
5354063;SG;;82,95;EMPROFAC, SARL;CV;MERCAFAR
5354063;SG;;613,83;EMPROFAC, SARL;CV;MERCAFAR
5490578;SG;;1477,5;EMPROFAC, SARL;CV;MERCAFAR
5490578;SG;;1275;EMPROFAC, SARL;CV;MERCAFAR
5490578;SG;;20;EMPROFAC, SARL;CV;MERCAFAR
5490578;SG;;1275;EMPROFAC, SARL;CV;MERCAFAR
5490578;SG;;1000;EMPROFAC, SARL;CV;MERCAFAR
5354105;SN;60;;GREENMED, LDA.;AO;MERCAFAR
5354055;SN;120;;GREENMED, LDA.;AO;MERCAFAR
5064571;SN;240;;GREENMED, LDA.;AO;MERCAFAR
4600284;SN;65;;EMPROFAC, SARL;CV;MERCAFAR
4600284;SN;228;;EMPROFAC, SARL;CV;MERCAFAR
4600284;SN;750;;EMPROFAC, SARL;CV;MERCAFAR
4600284;SN;100;;EMPROFAC, SARL;CV;MERCAFAR
4600284;SN;600;;EMPROFAC, SARL;CV;MERCAFAR
4600284;SN;100;;CASSAM COM.GERAL-INES C.F.CASSAM (C.FARMACEUTICA);AO;MERCAFAR
4600284;SN;237;;EMPROFAC, SARL;CV;MERCAFAR
4600284;SN;100;;EMPROFAC, SARL;CV;MERCAFAR
8468009;SN;20;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
9138222;SN;100;;CASSAM COM.GERAL-INES C.F.CASSAM (C.FARMACEUTICA);AO;MERCAFAR
8181602;SG;;168;EMPROFAC, SARL;CV;MERCAFAR
8181602;SG;;18,9;EMPROFAC, SARL;CV;MERCAFAR
9905604;SG;;185;EMPROFAC, SARL;CV;MERCAFAR
9905604;SG;;888;EMPROFAC, SARL;CV;MERCAFAR
9905604;SG;;259;EMPROFAC, SARL;CV;MERCAFAR
9412809;SN;1200;;GREENMED, LDA.;AO;MERCAFAR
9412908;SN;1625;;GREENMED, LDA.;AO;MERCAFAR
5251780;SN;107;;ODISSEIAMARGEM, P. F. - UNIP. LDA.;AO;MERCAFAR
5354055;SN;300;;ODISSEIAMARGEM, P. F. - UNIP. LDA.;AO;MERCAFAR
2850386;SN;300;;ODISSEIAMARGEM, P. F. - UNIP. LDA.;AO;MERCAFAR
5064571;SN;300;;ODISSEIAMARGEM, P. F. - UNIP. LDA.;AO;MERCAFAR
3885985;SN;300;;ODISSEIAMARGEM, P. F. - UNIP. LDA.;AO;MERCAFAR
2308682;SN;60;;ODISSEIAMARGEM, P. F. - UNIP. LDA.;AO;MERCAFAR
2308781;SN;100;;ODISSEIAMARGEM, P. F. - UNIP. LDA.;AO;MERCAFAR
4600284;SN;150;;ODISSEIAMARGEM, P. F. - UNIP. LDA.;AO;MERCAFAR
2553188;SN;500;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
2553485;SN;144;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
2806289;SN;191;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
2046787;SN;119;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
8270173;SN;192;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9412809;SN;180;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9412908;SN;120;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5413240;SN;48;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
4600284;SN;150;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
8270173;SN;288;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5169578;SN;40;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5169602;SN;50;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9905604;SN;100;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
8113704;SN;50;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9412809;SN;90;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5413240;SN;96;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9138222;SN;200;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9662502;SN;50;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
8181602;SN;6;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5413240;SN;200;;A.M.D. PASSOS, COM. E REP. DE PROD. FARM., LDA.;AO;MERCAFAR
5594452;SN;200;;A.M.D. PASSOS, COM. E REP. DE PROD. FARM., LDA.;AO;MERCAFAR
2733285;SG;;5323,5;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2308682;SN;40;;PHF-PROD.HOSPITALARES E FARM., LDA.;AO;MERCAFAR
5064571;SN;10;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5064431;SN;250;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
3271780;SN;277;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2553188;SG;;84,15;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2553188;SN;200;;ECOMAR, SA;AO;MERCAFAR
8270173;SN;700;;ECOMAR, SA;AO;MERCAFAR
9905604;SN;600;;ECOMAR, SA;AO;MERCAFAR
8113704;SN;250;;ECOMAR, SA;AO;MERCAFAR
5490578;SN;600;;ECOMAR, SA;AO;MERCAFAR
9412809;SN;300;;ECOMAR, SA;AO;MERCAFAR
9412908;SN;650;;ECOMAR, SA;AO;MERCAFAR
5413240;SN;500;;ECOMAR, SA;AO;MERCAFAR
2733285;SN;500;;ECOMAR, SA;AO;MERCAFAR
9138222;SN;500;;ECOMAR, SA;AO;MERCAFAR
4600284;SN;76;;ECOMAR, SA;AO;MERCAFAR
9729400;SN;10;;ECOFARMA;AO;MERCAFAR
2553485;SN;35;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
8520817;SN;200;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
2806289;SN;20;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
8270173;SN;2049;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
5169602;SN;15;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
5064571;SN;100;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
2046787;SN;400;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
5490578;SN;815;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
4974986;SN;496;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
5064571;SN;200;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
5064571;SG;;1418,8;EMPROFAC, SARL;CV;MERCAFAR
5354105;SN;100;;GREENMED, LDA.;AO;MERCAFAR
5354055;SN;21;;GREENMED, LDA.;AO;MERCAFAR
2850386;SN;125;;GREENMED, LDA.;AO;MERCAFAR
2046688;SN;50;;GREENMED, LDA.;AO;MERCAFAR
2046787;SN;50;;GREENMED, LDA.;AO;MERCAFAR
2529584;SN;300;;GREENMED, LDA.;AO;MERCAFAR
9662502;SN;75;;GREENMED, LDA.;AO;MERCAFAR
5594452;SN;144;;GREENMED, LDA.;AO;MERCAFAR
8468009;SG;;33,2;EMPROFAC, SARL;CV;MERCAFAR
5490578;SG;;30;EMPROFAC, SARL;CV;MERCAFAR
5064431;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
5169602;SN;10;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
5490578;SG;;730;EMPROFAC, SARL;CV;MERCAFAR
2553485;SN;100;;AURATIS MANAOEMENT CONSULTANCY DWC-LLC;AO;MERCAFAR
5169602;SN;130;;AURATIS MANAOEMENT CONSULTANCY DWC-LLC;AO;MERCAFAR
9729400;SN;100;;AURATIS MANAOEMENT CONSULTANCY DWC-LLC;AO;MERCAFAR
9905604;SN;200;;AURATIS MANAOEMENT CONSULTANCY DWC-LLC;AO;MERCAFAR
5490578;SN;200;;AURATIS MANAOEMENT CONSULTANCY DWC-LLC;AO;MERCAFAR
9412809;SN;200;;AURATIS MANAOEMENT CONSULTANCY DWC-LLC;AO;MERCAFAR
9295436;SN;500;;AURATIS MANAOEMENT CONSULTANCY DWC-LLC;AO;MERCAFAR
2733285;SN;100;;AURATIS MANAOEMENT CONSULTANCY DWC-LLC;AO;MERCAFAR
9138222;SN;200;;AURATIS MANAOEMENT CONSULTANCY DWC-LLC;AO;MERCAFAR
8193417;SN;300;;AURATIS MANAOEMENT CONSULTANCY DWC-LLC;AO;MERCAFAR
8193516;SN;100;;AURATIS MANAOEMENT CONSULTANCY DWC-LLC;AO;MERCAFAR
8696641;SN;150;;AURATIS MANAOEMENT CONSULTANCY DWC-LLC;AO;MERCAFAR
4586491;SN;150;;AURATIS MANAOEMENT CONSULTANCY DWC-LLC;AO;MERCAFAR
2553188;SN;119;;KENT PHARMA,S.A.;AO;MERCAFAR
2553485;SN;200;;KENT PHARMA,S.A.;AO;MERCAFAR
2850881;SN;200;;KENT PHARMA,S.A.;AO;MERCAFAR
5354055;SN;500;;KENT PHARMA,S.A.;AO;MERCAFAR
2850386;SN;500;;KENT PHARMA,S.A.;AO;MERCAFAR
5354063;SN;5;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5064571;SN;507;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2308682;SN;50;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2841989;SN;74;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5064431;SN;200;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2842185;SN;60;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2308682;SN;27;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2841781;SN;245;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5354105;SN;190;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5354055;SN;154;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5064571;SN;233;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
3885985;SN;200;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
3271780;SN;183;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2850881;SN;134;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5354105;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5354055;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2850386;SN;150;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
3885985;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2842185;SN;197;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2308781;SN;140;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2851889;SN;100;;ETIOGEN, LDA. - A/C FILIPE GOMES;AO;MERCAFAR
5354055;SN;100;;ETIOGEN, LDA. - A/C FILIPE GOMES;AO;MERCAFAR
2850386;SN;100;;ETIOGEN, LDA. - A/C FILIPE GOMES;AO;MERCAFAR
5064571;SN;200;;ETIOGEN, LDA. - A/C FILIPE GOMES;AO;MERCAFAR
3885985;SN;194;;ETIOGEN, LDA. - A/C FILIPE GOMES;AO;MERCAFAR
2841989;SN;200;;ETIOGEN, LDA. - A/C FILIPE GOMES;AO;MERCAFAR
2733285;SG;;3100,5;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5354063;SN;46;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5064571;SN;243;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2841781;SN;684;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2046787;HN;;-274,5;BIAL PORTELA & COMPANHIA, S.A;AO;MERCAFAR
5064431;HN;;-185,76;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
5169602;HN;;-100;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
5064571;HN;;-2043;QUIMEXPORT-COMÉRCIO INTERNACIONAL, LDA.;AO;MERCAFAR
8270173;SN;3400;;AMT (ANGOLA) TRADING, LDA.;AO;MERCAFAR
5169578;SN;60;;AMT (ANGOLA) TRADING, LDA.;AO;MERCAFAR
9905604;SN;500;;AMT (ANGOLA) TRADING, LDA.;AO;MERCAFAR
2308781;SN;64;;AMT (ANGOLA) TRADING, LDA.;AO;MERCAFAR
5490578;SN;300;;AMT (ANGOLA) TRADING, LDA.;AO;MERCAFAR
9412809;SN;300;;AMT (ANGOLA) TRADING, LDA.;AO;MERCAFAR
9662502;SN;100;;AMT (ANGOLA) TRADING, LDA.;AO;MERCAFAR
8181602;SN;73;;AMT (ANGOLA) TRADING, LDA.;AO;MERCAFAR
5594452;SN;117;;AMT (ANGOLA) TRADING, LDA.;AO;MERCAFAR
4974986;SN;48;;AMT (ANGOLA) TRADING, LDA.;AO;MERCAFAR
5064431;SN;134;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2308682;SN;123;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2841781;SN;131;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2841989;SN;283;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
9905604;SN;560;;LUZOFARMA, L.DA;AO;MERCAFAR
9412809;SN;400;;LUZOFARMA, L.DA;AO;MERCAFAR
5413240;SN;134;;LUZOFARMA, L.DA;AO;MERCAFAR
2046787;SN;300;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
5354063;SN;100;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5354105;SN;100;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
8113704;SN;119;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5490578;SN;500;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9412809;SN;700;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9295436;SN;1000;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9138222;SN;200;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9662502;SN;400;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
4600284;SN;300;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
2046787;SN;50;;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
5064431;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
5169602;SN;10;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
2850881;SN;50;;KENT PHARMA,S.A.;AO;MERCAFAR
5354105;SN;100;;KENT PHARMA,S.A.;AO;MERCAFAR
2851889;SN;100;;KENT PHARMA,S.A.;AO;MERCAFAR
2850386;SN;350;;KENT PHARMA,S.A.;AO;MERCAFAR
5064571;SN;225;;KENT PHARMA,S.A.;AO;MERCAFAR
2733285;SN;200;;KENT PHARMA,S.A.;AO;MERCAFAR
4600284;SN;77;;KENT PHARMA,S.A.;AO;MERCAFAR
5354063;SN;100;;QUILABAN QUÍMICA LABORATORIAL ANALÍTICA, LDA.;AO;MERCAFAR
5354055;SN;58;;QUILABAN QUÍMICA LABORATORIAL ANALÍTICA, LDA.;AO;MERCAFAR
2553485;SN;4;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
8520825;SN;10;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
8520817;SN;8;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
9729400;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
4389086;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
4590287;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
8782516;SN;5;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
9241307;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
8113704;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
8113845;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
2046688;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
2529683;SN;24;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
2842185;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
2529584;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
2841781;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
2841989;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
5413240;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
9679720;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
9679712;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
9679704;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
2733285;SN;4;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
9138222;SN;8;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
9662502;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
8181602;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
5594452;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
8193417;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
8193516;SN;6;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
5349964;SN;11.0247;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
4974986;SN;14;;CONTICASH-SOC. GROSSISTA, LDA.;AO;MERCAFAR
5354063;SN;200;;PORTICO PROPERTIES LIMITED, SUC. EM PORTUGAL;AO;MERCAFAR
2850881;SN;100;;PORTICO PROPERTIES LIMITED, SUC. EM PORTUGAL;AO;MERCAFAR
5354105;SN;100;;PORTICO PROPERTIES LIMITED, SUC. EM PORTUGAL;AO;MERCAFAR
2851889;SN;100;;PORTICO PROPERTIES LIMITED, SUC. EM PORTUGAL;AO;MERCAFAR
5354055;SN;500;;PORTICO PROPERTIES LIMITED, SUC. EM PORTUGAL;AO;MERCAFAR
2850386;SN;300;;PORTICO PROPERTIES LIMITED, SUC. EM PORTUGAL;AO;MERCAFAR
5064571;SN;200;;PORTICO PROPERTIES LIMITED, SUC. EM PORTUGAL;AO;MERCAFAR
3271780;SN;102;;PORTICO PROPERTIES LIMITED, SUC. EM PORTUGAL;AO;MERCAFAR
2733285;SN;200;;PORTICO PROPERTIES LIMITED, SUC. EM PORTUGAL;AO;MERCAFAR
4600284;SN;200;;PORTICO PROPERTIES LIMITED, SUC. EM PORTUGAL;AO;MERCAFAR
4600284;SN;60;;EMPROFAC, SARL;CV;MERCAFAR
5064431;SN;100;;NBC MEDICAL, LDA.;AO;MERCAFAR
5251780;SN;100;;NBC MEDICAL, LDA.;AO;MERCAFAR
2850881;SN;200;;NBC MEDICAL, LDA.;AO;MERCAFAR
5354105;SN;200;;NBC MEDICAL, LDA.;AO;MERCAFAR
5354055;SN;600;;NBC MEDICAL, LDA.;AO;MERCAFAR
2850386;SN;600;;NBC MEDICAL, LDA.;AO;MERCAFAR
5842497;SN;200;;NBC MEDICAL, LDA.;AO;MERCAFAR
5842398;SN;500;;NBC MEDICAL, LDA.;AO;MERCAFAR
4600284;SN;175;;NBC MEDICAL, LDA.;AO;MERCAFAR
2553485;SG;;98,4;EMPROFAC, SARL;CV;MERCAFAR
5354063;SG;;1343,79;EMPROFAC, SARL;CV;MERCAFAR
5064571;SG;;14188;EMPROFAC, SARL;CV;MERCAFAR
9679704;SG;;94,8;EMPROFAC, SARL;CV;MERCAFAR
2553485;SG;;393,6;EMPROFAC, SARL;CV;MERCAFAR
2806289;SN;30;;EMPROFAC, SARL;CV;MERCAFAR
8287607;SG;;155;EMPROFAC, SARL;CV;MERCAFAR
8782516;SG;;151,8;EMPROFAC, SARL;CV;MERCAFAR
9905604;SG;;148;EMPROFAC, SARL;CV;MERCAFAR
5490578;SG;;1565;EMPROFAC, SARL;CV;MERCAFAR
8250704;SN;10;;EMPROFAC, SARL;CV;MERCAFAR
