country,product_gmid,unified_price,resale_price,tender_price,supply_price,Product Promotion
CG,310637,8.78,10, -     ,9.5,P
CG,413689,45.8,70, -     ,66.5,N
CG,414074,106.4,200, -     ,190,N
CG,671637,2.97,3.16, -     ,3.002,P
CG,671639,6.17,6.49, -     ,6.1655,P
CG,269069,1.82,1.97, -     ,1.8715,N
CG,489540,1.54,1.62, -     ,1.539,N
CG,489541,0.93,0.98, -     ,0.931,N
CG,666655,13.3,14, -     ,13.3,P
CG,679231,6.65,7, -     ,6.65,P
CG,666654,8.08,8.5, -     ,8.075,P
CG,666653,11.64,12.25, -     ,11.6375,P
CG,627667,6.18,6.5, -     ,6.175,P
CG,627060,6.65,7, -     ,6.65,P
CG,627062,5.72,6, -     ,5.7,P
CG,627061,3.81,4, -     ,3.8,P
CG,646799,5.38,5.7, -     ,5.415,N
CG,168279,5.38,5.7, -     ,5.415,N
CG,612011,17.79,18.63, -     ,17.6985,N
CG,545747,18.42,18.38, -     ,17.461,N
CG,476947,0.46,0.5, -     ,0.475,P
CG,624773,5.45,5.74, -     ,5.453,N
CG,635403,2.68,3.02, -     ,2.869,N
CG,662889,3.91,4.12, -     ,3.914,P
CG,650737,0.82,0.86, -     ,0.817,N
CG,663983,0.82,0.86, -     ,0.817,N
CG,663984,1.88,1.94, -     ,1.843,P
CG,663985,1.53,1.68, -     ,1.596,P
CG,663986,1.15,1.26, -     ,1.197,N
CG,663987,0.7,0.77, -     ,0.7315,N
CG,663981,0.86,0.91, -     ,0.8645,N
CG,663996,15.93,17.51, -     ,16.6345,P
CG,663995,9.87,9.99, -     ,9.4905,P
CG,663998,2.43,2.63, -     ,2.4985,P
CG,663992,2.02,1.96, -     ,1.862,P
CG,639628,6.01,6.31, -     ,5.9945,N
CG,635403,2.68,3.02, -     ,2.869,N
CD,268012,2.91,3.06, -     ,2.907,P
CD,268013,4.36,4.59, -     ,4.3605,P
CD,268014,5.7,6, -     ,5.7,P
CD,268015,9.2,9.7, -     ,9.215,P
CD,307013,5.22,5.9, -     ,5.605,P
CD,321233,4.77,4.94, -     ,4.693,P
CD,539183,12.94,14, -     ,13.3,P
CD,539181,14.94,16, -     ,15.2,P
CD,539182,14.03,15, -     ,14.25,P
CD,196680,12.75,13.67, -     ,12.9865,P
CD,196681,13.52,14.4, -     ,13.68,P
CD,281498,1.02,1.26, -     ,1.197,N
CD,298801,1.96,2.24, -     ,2.128,N
CD,281499,1.07,1.35, -     ,1.2825,N
CD,281500,1.31,1.66, -     ,1.577,N
CD,475991,1.01,1.05, -     ,0.9975,N
CD,679090,1.37,1.5, -     ,1.425,N
CD,636858,2.87,3, -     ,2.85,P
CD,551042,5.46,5.64, -     ,5.358,N
CD,551043,2.71,2.85, -     ,2.7075,N
CD,247831,12.88,13.87, -     ,13.1765,P
CD,247832,14.05,14.4, -     ,13.68,P
CD,554510,7.4,7.97, -     ,7.5715,N
CD,320343,2.91,3.06, -     ,2.907,N
CD,320344,5.2,5.38, -     ,5.111,N
CD,305481,5.86,6.05, -     ,5.7475,N
CD,305479,1.39,1.45, -     ,1.3775,N
CD,630791,6.5,7.45, -     ,7.0775,P
CD,624625,2.31,2.39, -     ,2.2705,P
CD,630763,5.83,5.95, -     ,5.6525,P
CD,625765,3.66,3.89, -     ,3.6955,P
CD,625767,3.4,3.6, -     ,3.42,P
CD,611732,2.51,2.64, -     ,2.508,N
CD,627331,0.93,0.99, -     ,0.9405,N
CD,627329,0.85,0.9, -     ,0.855,N
CD,627332,0.93,0.99, -     ,0.9405,N
CD,627328,0.85,0.9, -     ,0.855,N
CD,624480,0.87,0.9, -     ,0.855,N
CD,627314,0.93,0.99, -     ,0.9405,N
CD,627327,0.85,0.9, -     ,0.855,N
CD,626997,0.92,0.99, -     ,0.9405,N
CD,627326,0.85,1.09, -     ,1.0355,N
CD,626630,1,1.28, -     ,1.216,N
CD,627330,0.83,0.86, -     ,0.817,N
CD,624479,0.89,1.22, -     ,1.159,N
CD,626998,1.25,1.3, -     ,1.235,N
CD,627160,1.8,1.95, -     ,1.8525,N
CD,528888,2.42,2.54, -     ,2.413,N
CD,592593,2.28,2.3, -     ,2.185,N
CD,671538,2.27,2.43, -     ,2.3085,N
CD,541078,3.56,3.73, -     ,3.5435,N
CD,664051,2.37,3.18, -     ,3.021,P
CD,67933,53.93,57.17, -     ,54.3115,P
CD,642941,1.75,1.84, -     ,1.748,P
CD,476956,4.32,4.55, -     ,4.3225,P
CD,476963,6.5,6.25, -     ,5.9375,P
CD,476955,1.76,1.85, -     ,1.7575,P
CD,476957,2.85,3, -     ,2.85,P
CD,476954,2.85,3, -     ,2.85,P
CD,665371,1.12,1.22, -     ,1.159,N
CD,646872,5.28,6.5, -     ,6.175,N
CD,297260,5.28,6.5, -     ,6.175,N
CD,285368,2.74,2.87, -     ,2.7265,N
CD,698115,0.81,0.85, -     ,0.8075,N
CD,671568,2.33,2.31, -     ,2.1945,N
CD,241634,34.3,36.68, -     ,34.846,P
CD,684820,34.85,36.68, -     ,34.846,P
CD,311168,1.9,1.99, -     ,1.8905,N
CD,311166,1.19,1.24, -     ,1.178,N
CD,293665,2.51,2.55, -     ,2.4225,N
CD,306216,4.24,4.47, -     ,4.2465,P
CD,306217,6.11,6.28, -     ,5.966,P
CD,306218,8.12,8.34, -     ,7.923,P
CD,306219,9.34,9.6, -     ,9.12,P
CD,291024,3.78,6.15, -     ,5.8425,N
CD,292174,2.31,2.5, -     ,2.375,N
CD,436433,1.49,1.57, -     ,1.4915,N
CD,346666,1.81,1.85, -     ,1.7575,N
CD,245296,2.54,2.61, -     ,2.4795,N
CD,592684,1.23,1.63, -     ,1.5485,N
CD,476712,1.9,2, -     ,1.9,P
CD,289138,1.02,1.07, -     ,1.0165,N
CD,287552,4.76,4.93, -     ,4.6835,N
CD,287550,1.25,1.3, -     ,1.235,N
CD,287553,2.46,2.6, -     ,2.47,N
CD,592705,2.68,3.02, -     ,2.869,N
CD,609071,1.24,1.31, -     ,1.2445,N
CD,671597,1.55,1.67, -     ,1.5865,N
CD,632425,4.53,4.95, -     ,4.7025,P
CD,298689,6.18,6.49, -     ,6.1655,P
CD,374872,7.1,7.5, -     ,7.125,P
CD,298691,7.4,7.53, -     ,7.1535,P
CD,298693,4.41,4.31, -     ,4.0945,P
CD,628389,6.87,7.08, -     ,6.726,P
CD,628391,3.34,3.48, -     ,3.306,P
CD,476714,0.55,0.6, -     ,0.57,N
CD,639164,1.85,1.91, -     ,1.8145,P
CD,172136,33.55,35.37, -     ,33.6015,P
CD,639608,1.51,1.57, -     ,1.4915,P
CD,671609,2.61,2.7, -     ,2.565,P
CD,624622,3.85,3.97, -     ,3.7715,P
CD,187750,2.67,2.81, -     ,2.6695,P
CD,187747,4.11,4.41, -     ,4.1895,P
CD,479387,1.44,1.52, -     ,1.444,N
CD,479530,1.63,1.67, -     ,1.5865,N
CD,323470,2.6,2.74, -     ,2.603,N
CD,323473,1.23,1.46, -     ,1.387,N
CD,408003,5.45,5.74, -     ,5.453,N
CD,624775,3.52,3.7, -     ,3.515,P
CD,624774,3.48,3.66, -     ,3.477,P
CD,298698,6.52,6.86, -     ,6.517,N
CD,636827,2.61,2.44, -     ,2.318,N
CD,413689,45.8,70, -     ,66.5,N
CD,414074,106.4,200, -     ,190,N
CD,671637,2.97,3.16, -     ,3.002,P
CD,671639,6.17,6.49, -     ,6.1655,P
CD,269069,1.82,1.97, -     ,1.8715,N
CD,489540,1.54,1.62, -     ,1.539,N
CD,489541,0.93,0.98, -     ,0.931,N
CD,666653,11.64,12.25, -     ,11.6375,P
CD,627667,6.18,6.5, -     ,6.175,P
CD,627060,6.65,7, -     ,6.65,P
CD,627062,5.72,6, -     ,5.7,P
CD,627061,3.81,4, -     ,3.8,P
CD,612011,17.79,18.63, -     ,17.6985,N
CD,633072,18.42,18.38, -     ,17.461,N
CD,476947,0.46,0.5, -     ,0.475,P
CD,239907,1.31,1.61, -     ,1.5295,N
CD,628390,6.7,7.1, -     ,6.745,P
CD,477825,2.31,2.61, -     ,2.4795,N
CD,624773,5.45,5.74, -     ,5.453,N
CD,662889,3.91,4.12, -     ,3.914,P
CD,663988,0.9,0.95, -     ,0.9025,N
CD,650737,0.82,0.86, -     ,0.817,N
CD,663983,0.82,0.86, -     ,0.817,N
CD,663984,1.88,1.94, -     ,1.843,P
CD,663985,1.53,1.68, -     ,1.596,P
CD,663986,1.15,1.26, -     ,1.197,N
CD,663987,0.7,0.77, -     ,0.7315,N
CD,663981,0.86,1.11, -     ,1.0545,N
CD,663996,15.93,17.51, -     ,16.6345,P
CD,663995,9.87,9.99, -     ,9.4905,P
CD,663998,2.43,2.63, -     ,2.4985,P
CD,663992,2.02,1.96, -     ,1.862,P
CD,639628,6.01,6.31, -     ,5.9945,N
CD,671212,1.53,1.68, -     ,1.596,P
CD,635403,2.68,3.02, -     ,2.869,N
DJ,268012,2.91,3.06, -     ,2.907,N
DJ,268013,4.36,4.59, -     ,4.3605,N
DJ,268014,5.7,6, -     ,5.7,N
DJ,268015,9.2,9.7, -     ,9.215,N
DJ,475652,0.76,0.8, -     ,0.76,N
DJ,475862,0.99,0.7, -     ,0.665,N
DJ,475982,0.76,0.8, -     ,0.76,N
DJ,475871,0.95,1, -     ,0.95,N
DJ,475875,19.16,20, -     ,19,N
DJ,196681,13.52,14.4, -     ,13.68,N
DJ,281498,1.02,1.04, -     ,0.988,N
DJ,298801,1.96,2.46, -     ,2.337,N
DJ,281499,1.07,1.35, -     ,1.2825,N
DJ,281500,1.31,1.66, -     ,1.577,N
DJ,354883,0.94,1, -     ,0.95,N
DJ,475987,1.84,2.09, -     ,1.9855,N
DJ,475988,3.59,4.14, -     ,3.933,N
DJ,475991,1.01,1.05, -     ,0.9975,N
DJ,679090,1.37,1.5, -     ,1.425,N
DJ,636858,2.87,3, -     ,2.85,N
DJ,551042,5.46,5.64, -     ,5.358,N
DJ,551043,2.71,2.85, -     ,2.7075,N
DJ,628074,1.42,1.52, -     ,1.444,N
DJ,554523,7.4,7.97, -     ,7.5715,N
DJ,298682,1.3,1.37, -     ,1.3015,N
DJ,320343,2.91,3.06, -     ,2.907,N
DJ,305481,5.86,6.05, -     ,5.7475,N
DJ,305479,1.39,1.45, -     ,1.3775,N
DJ,630791,6.5,7.45, -     ,7.0775,N
DJ,624625,2.31,2.39, -     ,2.2705,N
DJ,630763,5.83,5.95, -     ,5.6525,N
DJ,625767,3.4,3.6, -     ,3.42,N
DJ,240939,5.04,5.31, -     ,5.0445,N
DJ,611732,2.51,2.64, -     ,2.508,N
DJ,627331,0.93,0.99, -     ,0.9405,N
DJ,627329,0.85,0.9, -     ,0.855,N
DJ,627332,0.93,0.99, -     ,0.9405,N
DJ,627328,0.85,0.9, -     ,0.855,N
DJ,626499,0.82,0.86, -     ,0.817,N
DJ,624480,0.87,0.9, -     ,0.855,N
DJ,627314,0.93,0.99, -     ,0.9405,N
DJ,627327,0.85,0.9, -     ,0.855,N
DJ,626997,0.92,0.99, -     ,0.9405,N
DJ,627326,0.85,0.99, -     ,0.9405,N
DJ,626630,1,1.28, -     ,1.216,N
DJ,627330,0.83,0.86, -     ,0.817,N
DJ,624479,0.89,0.91, -     ,0.8645,N
DJ,626998,1.25,1.3, -     ,1.235,N
DJ,627160,1.8,1.95, -     ,1.8525,N
DJ,476664,0.26,0.27, -     ,0.2565,N
DJ,592593,2.28,2.3, -     ,2.185,N
DJ,671538,2.27,2.43, -     ,2.3085,N
DJ,541078,3.56,3.73, -     ,3.5435,N
DJ,224938,2.57,2.7, -     ,2.565,N
DJ,664051,2.37,3.18, -     ,3.021,N
DJ,67933,53.93,57.17, -     ,54.3115,N
DJ,678014,1.73,1.8, -     ,1.71,N
DJ,642941,1.75,1.84, -     ,1.748,N
DJ,476956,4.32,4.55, -     ,4.3225,N
DJ,476963,6.5,6.25, -     ,5.9375,N
DJ,476955,1.76,1.85, -     ,1.7575,N
DJ,476957,2.85,3, -     ,2.85,N
DJ,476954,2.85,3, -     ,2.85,N
DJ,665371,1.12,1.22, -     ,1.159,N
DJ,646872,5.28,6.5, -     ,6.175,N
DJ,297260,5.28,6.5, -     ,6.175,N
DJ,285368,2.74,2.87, -     ,2.7265,N
DJ,698115,0.81,0.85, -     ,0.8075,N
DJ,241634,34.3,36.68, -     ,34.846,N
DJ,684820,34.85,36.68, -     ,34.846,N
DJ,625681,2.32,3.51, -     ,3.3345,N
DJ,311168,1.9,1.99, -     ,1.8905,N
DJ,311166,1.19,1.24, -     ,1.178,N
DJ,293665,2.51,2.55, -     ,2.4225,N
DJ,306216,4.24,4.47, -     ,4.2465,N
DJ,291024,3.78,6.15, -     ,5.8425,N
DJ,239907,1.31,1.61, -     ,1.5295,N
DJ,292174,2.31,2.5, -     ,2.375,N
DJ,436433,1.49,1.57, -     ,1.4915,N
DJ,214082,1.89,2.34, -     ,2.223,N
DJ,346666,1.81,1.85, -     ,1.7575,N
DJ,245296,2.54,2.61, -     ,2.4795,N
DJ,592685,2.44,2.58, -     ,2.451,N
DJ,592684,1.23,1.34, -     ,1.273,N
DJ,476712,1.9,2, -     ,1.9,N
DJ,289138,1.02,1.07, -     ,1.0165,N
DJ,287550,1.25,1.3, -     ,1.235,N
DJ,592705,2.68,3.02, -     ,2.869,N
DJ,609071,1.24,1.31, -     ,1.2445,N
DJ,671597,1.55,1.67, -     ,1.5865,N
DJ,264980,4.65,8.01, -     ,7.6095,N
DJ,632425,4.53,4.95, -     ,4.7025,N
DJ,698117,3.09,3.5, -     ,3.325,N
DJ,298689,6.18,6.49, -     ,6.1655,N
DJ,298691,7.4,7.53, -     ,7.1535,N
DJ,298693,4.41,4.31, -     ,4.0945,N
DJ,628389,6.87,7.08, -     ,6.726,N
DJ,476714,0.55,0.6, -     ,0.57,N
DJ,639164,1.85,1.91, -     ,1.8145,N
DJ,540717,1.35,1.44, -     ,1.368,N
DJ,172136,33.55,35.37, -     ,33.6015,N
DJ,671609,2.61,2.7, -     ,2.565,N
DJ,639608,1.51,1.57, -     ,1.4915,N
DJ,624622,3.85,3.97, -     ,3.7715,N
DJ,571696,13,13.57, -     ,12.8915,N
DJ,187750,2.67,2.81, -     ,2.6695,N
DJ,187747,4.11,4.41, -     ,4.1895,N
DJ,479530,1.63,1.67, -     ,1.5865,N
DJ,323470,2.6,2.74, -     ,2.603,N
DJ,323473,1.23,2.4, -     ,2.28,N
DJ,355560,3.14,3.25, -     ,3.0875,N
DJ,408003,5.45,5.74, -     ,5.453,N
DJ,624775,3.52,3.7, -     ,3.515,N
DJ,624774,3.48,3.66, -     ,3.477,N
DJ,298698,6.52,6.86, -     ,6.517,N
DJ,636825,2.32,2.42, -     ,2.299,N
DJ,636827,2.61,3.51, -     ,3.3345,N
DJ,298711,3.26,3.43, -     ,3.2585,N
DJ,489540,1.54,1.62, -     ,1.539,N
DJ,666655,13.3,14, -     ,13.3,N
DJ,679231,6.65,7, -     ,6.65,N
DJ,666654,8.08,8.5, -     ,8.075,N
DJ,666653,11.64,12.25, -     ,11.6375,N
DJ,627062,5.72,6, -     ,5.7,N
DJ,646799,5.38,5.7, -     ,5.415,N
DJ,168279,5.38,5.7, -     ,5.415,N
DJ,612011,17.79,18.63, -     ,17.6985,N
DJ,476947,0.46,0.5, -     ,0.475,N
DJ,476624,71.25,75, -     ,71.25,N
DJ,196680,12.75,13.67, -     ,12.9865,N
DJ,247831,12.88,13.87, -     ,13.1765,N
DJ,247832,14.05,14.4, -     ,13.68,N
DJ,323487,2.28,2.4, -     ,2.28,N
DJ,320344,5.2,5.38, -     ,5.111,N
DJ,625765,3.66,3.89, -     ,3.6955,N
DJ,306217,6.11,6.28, -     ,5.966,N
DJ,306218,8.12,8.34, -     ,7.923,N
DJ,306219,9.34,9.6, -     ,9.12,N
DJ,289137,4.49,4.3, -     ,4.085,N
DJ,287552,4.76,4.93, -     ,4.6835,N
DJ,311122,2.29,2.59, -     ,2.4605,N
DJ,628390,6.7,7.1, -     ,6.745,N
DJ,628391,3.34,3.48, -     ,3.306,N
DJ,222428,16.83,18.72, -     ,17.784,N
DJ,477825,2.31,2.61, -     ,2.4795,N
DJ,479387,1.44,1.52, -     ,1.444,N
DJ,624773,5.45,5.74, -     ,5.453,N
DJ,671637,2.97,3.16, -     ,3.002,N
DJ,671639,6.17,6.49, -     ,6.1655,N
DJ,269069,1.82,1.97, -     ,1.8715,N
DJ,489541,0.93,0.98, -     ,0.931,N
DJ,633072,18.42,18.38, -     ,17.461,N
DJ,635403,2.68,3.02, -     ,2.869,N
DJ,662889,3.91,4.12, -     ,3.914,N
DJ,663983,0.82,0.86, -     ,0.817,N
DJ,663984,1.88,1.94, -     ,1.843,N
DJ,663985,1.53,1.68, -     ,1.596,N
DJ,663986,1.15,1.26, -     ,1.197,N
DJ,663987,0.7,0.77, -     ,0.7315,N
DJ,663981,0.86,1.11, -     ,1.0545,N
DJ,663996,15.93,17.51, -     ,16.6345,N
DJ,663995,9.87,9.99, -     ,9.4905,N
DJ,663998,2.43,2.63, -     ,2.4985,N
DJ,663992,2.02,1.96, -     ,1.862,N
DJ,639628,6.01,6.31, -     ,5.9945,N
DJ,635403,2.68,3.02, -     ,2.869,N
GQ,307013,5.22,5.9, -     ,5.605,N
GQ,475982,0.76,0.8, -     ,0.76,N
GQ,196680,12.75,13.67, -     ,12.9865,N
GQ,196681,13.52,14.4, -     ,13.68,N
GQ,281498,1.02,1.04, -     ,0.988,N
GQ,298801,1.96,2.03, -     ,1.9285,N
GQ,281499,1.07,1.11, -     ,1.0545,N
GQ,281500,1.31,1.66, -     ,1.577,N
GQ,354883,0.94,1, -     ,0.95,N
GQ,679090,1.37,1.5, -     ,1.425,N
GQ,551043,2.71,2.85, -     ,2.7075,N
GQ,247831,12.88,13.87, -     ,13.1765,N
GQ,247832,14.05,14.4, -     ,13.68,N
GQ,628074,1.42,1.52, -     ,1.444,N
GQ,554523,7.4,7.97, -     ,7.5715,N
GQ,630791,6.5,7.45, -     ,7.0775,N
GQ,624625,2.31,2.39, -     ,2.2705,N
GQ,630763,5.83,7.82, -     ,7.429,N
GQ,625765,3.66,3.89, -     ,3.6955,N
GQ,625767,3.4,3.6, -     ,3.42,N
GQ,240939,5.04,5.31, -     ,5.0445,N
GQ,611732,2.51,2.64, -     ,2.508,N
GQ,627332,0.93,0.99, -     ,0.9405,N
GQ,624480,0.87,0.9, -     ,0.855,N
GQ,627314,0.93,0.99, -     ,0.9405,N
GQ,626630,1,1.28, -     ,1.216,N
GQ,624479,0.89,1.01, -     ,0.9595,N
GQ,592593,2.28,2.57, -     ,2.4415,N
GQ,224938,2.57,2.7, -     ,2.565,N
GQ,678014,1.73,1.89, -     ,1.7955,N
GQ,642941,1.75,1.84, -     ,1.748,N
GQ,476956,4.32,4.55, -     ,4.3225,N
GQ,476957,2.85,3, -     ,2.85,N
GQ,476954,2.85,3, -     ,2.85,N
GQ,646872,5.28,6.5, -     ,6.175,N
GQ,297260,5.28,6.5, -     ,6.175,N
GQ,241634,34.3,36.68, -     ,34.846,N
GQ,684820,34.85,36.68, -     ,34.846,N
GQ,306217,6.11,6.87, -     ,6.5265,N
GQ,306218,8.12,9.27, -     ,8.8065,N
GQ,291024,3.78,6.15, -     ,5.8425,N
GQ,239907,1.31,1.7, -     ,1.615,N
GQ,214082,1.89,2.14, -     ,2.033,N
GQ,346666,1.81,2.39, -     ,2.2705,N
GQ,245296,2.54,2.9, -     ,2.755,N
GQ,592685,2.44,2.58, -     ,2.451,N
GQ,592684,1.23,1.63, -     ,1.5485,N
GQ,289137,4.49,4.93, -     ,4.6835,N
GQ,289138,1.02,1.07, -     ,1.0165,N
GQ,287552,4.76,4.93, -     ,4.6835,N
GQ,287550,1.25,1.3, -     ,1.235,N
GQ,287553,2.46,2.6, -     ,2.47,N
GQ,592705,2.68,3.02, -     ,2.869,N
GQ,609071,1.24,1.38, -     ,1.311,N
GQ,632425,4.53,4.95, -     ,4.7025,N
GQ,628390,6.7,7.1, -     ,6.745,N
GQ,187750,2.67,2.81, -     ,2.6695,N
GQ,187747,4.11,4.41, -     ,4.1895,N
GQ,479387,1.44,1.52, -     ,1.444,N
GQ,323470,2.6,2.74, -     ,2.603,N
GQ,323473,1.23,1.2, -     ,1.14,N
GQ,636827,2.61,2.44, -     ,2.318,N
GQ,671637,2.97,3.16, -     ,3.002,N
GQ,671639,6.17,6.49, -     ,6.1655,N
GQ,489540,1.54,1.62, -     ,1.539,N
GQ,489541,0.93,0.98, -     ,0.931,N
GQ,612011,17.79,18.63, -     ,17.6985,N
GQ,633072,18.42,20.58, -     ,19.551,N
GQ,476947,0.46,0.5, -     ,0.475,N
GQ,477825,2.31,2.61, -     ,2.4795,N
GQ,635403,2.68,3.02, -     ,2.869,N
GQ,663985,1.53,1.76, -     ,1.672,N
GQ,663986,1.15,1.26, -     ,1.197,N
GQ,635403,2.68,3.02, -     ,2.869,N
GA,516219,9.5,10, -     ,9.5,P
GA,268012,2.91,3.06, -     ,2.907,P
GA,268013,4.36,4.59, -     ,4.3605,P
GA,268014,5.7,6, -     ,5.7,P
GA,268015,9.2,9.7, -     ,9.215,P
GA,307013,5.22,5.9, -     ,5.605,P
GA,321233,4.77,4.94, -     ,4.693,P
GA,475982,0.76,0.8, -     ,0.76,P
GA,475871,0.95,1, -     ,0.95,P
GA,539183,12.94,14, -     ,13.3,P
GA,539181,14.94,16, -     ,15.2,P
GA,539182,14.03,15, -     ,14.25,P
GA,196680,12.75,13.67, -     ,12.9865,P
GA,196681,13.52,14.4, -     ,13.68,P
GA,281498,1.02,1.04, -     ,0.988,N
GA,298801,1.96,2.03, -     ,1.9285,N
GA,281499,1.07,1.11, -     ,1.0545,N
GA,281500,1.31,1.37, -     ,1.3015,N
GA,354883,0.94,1, -     ,0.95,N
GA,475991,1.01,1.05, -     ,0.9975,N
GA,679090,1.37,1.5, -     ,1.425,N
GA,636858,2.87,3, -     ,2.85,P
GA,551042,5.46,5.64, -     ,5.358,N
GA,551043,2.71,2.85, -     ,2.7075,N
GA,247831,12.88,13.87, -     ,13.1765,P
GA,247832,14.05,14.4, -     ,13.68,P
GA,628074,1.42,1.52, -     ,1.444,N
GA,554510,7.4,7.97, -     ,7.5715,N
GA,323487,2.28,2.4, -     ,2.28,N
GA,298682,1.3,1.37, -     ,1.3015,N
GA,320343,2.91,3.06, -     ,2.907,N
GA,320344,5.2,5.38, -     ,5.111,N
GA,305481,5.86,6.05, -     ,5.7475,N
GA,305479,1.39,1.45, -     ,1.3775,N
GA,630791,6.5,7.45, -     ,7.0775,P
GA,624625,2.31,2.39, -     ,2.2705,P
GA,630763,5.83,5.95, -     ,5.6525,P
GA,625765,3.66,3.89, -     ,3.6955,P
GA,625767,3.4,3.6, -     ,3.42,P
GA,240939,5.04,5.31, -     ,5.0445,N
GA,611732,2.51,2.64, -     ,2.508,N
GA,627331,0.93,0.99, -     ,0.9405,N
GA,627329,0.85,0.9, -     ,0.855,N
GA,627332,0.93,0.99, -     ,0.9405,N
GA,627328,0.85,0.9, -     ,0.855,N
GA,626499,0.82,0.86, -     ,0.817,N
GA,624480,0.87,0.9, -     ,0.855,N
GA,627314,0.93,0.99, -     ,0.9405,N
GA,627327,0.85,0.9, -     ,0.855,N
GA,626997,0.92,0.99, -     ,0.9405,N
GA,627326,0.85,0.9, -     ,0.855,N
GA,626630,1,1.05, -     ,0.9975,N
GA,627330,0.83,0.86, -     ,0.817,N
GA,624479,0.89,0.91, -     ,0.8645,N
GA,626998,1.25,1.3, -     ,1.235,N
GA,627160,1.8,1.95, -     ,1.8525,N
GA,528888,2.42,2.54, -     ,2.413,N
GA,592593,2.28,2.3, -     ,2.185,N
GA,671538,2.27,2.43, -     ,2.3085,N
GA,541078,3.56,3.73, -     ,3.5435,N
GA,224938,2.57,2.7, -     ,2.565,N
GA,664051,2.37,3.18, -     ,3.021,P
GA,67933,53.93,57.17, -     ,54.3115,P
GA,678014,1.73,1.8, -     ,1.71,P
GA,642941,1.75,1.84, -     ,1.748,P
GA,476956,4.32,4.55, -     ,4.3225,P
GA,476963,6.5,6.25, -     ,5.9375,P
GA,476955,1.76,1.85, -     ,1.7575,P
GA,476957,2.85,3, -     ,2.85,P
GA,476954,2.85,3, -     ,2.85,P
GA,665371,1.12,1.22, -     ,1.159,N
GA,285368,2.74,2.87, -     ,2.7265,N
GA,698115,0.81,0.85, -     ,0.8075,N
GA,405018,3.03,3.7, -     ,3.515,N
GA,405039,3.06,3.7, -     ,3.515,N
GA,405069,3.08,3.7, -     ,3.515,N
GA,671563,1.89,1.95, -     ,1.8525,N
GA,671568,2.33,2.31, -     ,2.1945,N
GA,241634,34.3,36.68, -     ,34.846,P
GA,684820,34.85,36.68, -     ,34.846,P
GA,625681,2.32,3.51, -     ,3.3345,N
GA,311168,1.9,1.99, -     ,1.8905,N
GA,311166,1.19,1.24, -     ,1.178,N
GA,293665,2.51,2.55, -     ,2.4225,N
GA,306216,4.24,4.47, -     ,4.2465,P
GA,306217,6.11,6.28, -     ,5.966,P
GA,306218,8.12,8.34, -     ,7.923,P
GA,306219,9.34,9.6, -     ,9.12,P
GA,239907,1.31,1.33, -     ,1.2635,N
GA,292174,2.31,2.5, -     ,2.375,N
GA,436433,1.49,1.57, -     ,1.4915,N
GA,214082,1.89,1.93, -     ,1.8335,N
GA,346666,1.81,1.85, -     ,1.7575,N
GA,245296,2.54,2.61, -     ,2.4795,N
GA,592685,2.44,2.58, -     ,2.451,N
GA,592684,1.23,1.34, -     ,1.273,N
GA,476712,1.9,2, -     ,1.9,P
GA,289137,4.49,4.93, -     ,4.6835,N
GA,289138,1.02,1.07, -     ,1.0165,N
GA,287552,4.76,4.93, -     ,4.6835,N
GA,287550,1.25,1.3, -     ,1.235,N
GA,287553,2.46,2.6, -     ,2.47,N
GA,592705,2.68,3.02, -     ,2.869,N
GA,609071,1.24,1.31, -     ,1.2445,N
GA,671597,1.55,1.67, -     ,1.5865,N
GA,264980,4.65,8.01, -     ,7.6095,N
GA,311122,2.29,2.59, -     ,2.4605,N
GA,632425,4.53,4.95, -     ,4.7025,P
GA,698117,3.09,3.5, -     ,3.325,P
GA,298689,6.18,6.49, -     ,6.1655,P
GA,374872,7.1,7.5, -     ,7.125,P
GA,298691,7.4,7.53, -     ,7.1535,P
GA,298693,4.41,4.31, -     ,4.0945,P
GA,628390,6.7,7.1, -     ,6.745,P
GA,628389,6.87,7.08, -     ,6.726,P
GA,628391,3.34,3.48, -     ,3.306,P
GA,222428,16.83,18.72, -     ,17.784,N
GA,639164,1.85,1.91, -     ,1.8145,P
GA,540717,1.35,1.44, -     ,1.368,P
GA,172136,33.55,35.37, -     ,33.6015,P
GA,671609,2.61,2.7, -     ,2.565,P
GA,639608,1.51,1.57, -     ,1.4915,P
GA,624622,3.85,3.97, -     ,3.7715,P
GA,571696,13,13.57, -     ,12.8915,N
GA,187750,2.67,2.81, -     ,2.6695,P
GA,187747,4.11,4.41, -     ,4.1895,P
GA,477825,2.31,2.61, -     ,2.4795,N
GA,479387,1.44,1.52, -     ,1.444,N
GA,479530,1.63,1.67, -     ,1.5865,N
GA,323470,2.6,2.74, -     ,2.603,N
GA,323473,1.23,1.2, -     ,1.14,N
GA,355560,3.14,3.25, -     ,3.0875,N
GA,408003,5.45,5.74, -     ,5.453,N
GA,624775,3.52,3.7, -     ,3.515,P
GA,624774,3.48,3.66, -     ,3.477,P
GA,298698,6.52,6.86, -     ,6.517,N
GA,636827,2.61,2.44, -     ,2.318,N
GA,298711,3.26,3.43, -     ,3.2585,N
GA,694156,12.35,15, -     ,14.25,P
GA,39171,12.35,15, -     ,14.25,P
GA,310637,8.78,10, -     ,9.5,P
GA,413689,45.8,70, -     ,66.5,N
